price,vat_included,year,mileage,location,url,make,name,supplier,gear,hp,formula,cab
1599000,,2012,805424,Москва,https://auto.ru/artic/used/sale/mercedes/axor_t/16303306-cccb777c/,MERCEDES,Mercedes-Benz Axor,GROSS AUTO,механическая,360,4x2,2-х местная с 1 спальным
1499000,,2011,809267,Москва,https://auto.ru/artic/used/sale/mercedes/axor_t/16031774-16b0a309/,MERCEDES,Mercedes-Benz Axor,GROSS AUTO,механическая,354,4x2,2-х местная с 1 спальным
3000000,Цена с НДС,2011,703128,Москва,https://auto.ru/artic/used/sale/volvo/fm_tractor/16621156-50f7fa51/,VOLVO,Volvo FM,GROSS AUTO,механическая,400,6x4,2-х местная с 1 спальным
3450000,,2013,818057,Москва,https://auto.ru/artic/used/sale/scania/r_1/16545804-44d63ea0/,SCANIA,Scania R-Series,GROSS AUTO,полуавтоматическая,440,4x2,2-х местная с 2 спальными
2410000,Цена с НДС,2012,993256,Москва,https://auto.ru/artic/used/sale/mercedes/actros_t/16587896-54282151/,MERCEDES,Mercedes-Benz Actros,GROSS AUTO,автоматическая,410,4x2,2-х местная с 2 спальными
2290000,Цена с НДС,2013,518000,Москва,https://auto.ru/artic/used/sale/man/tgs/15763130-48890d79/,MAN,MAN TGS,БорнТракСервис,механическая,400,4x2,2-х местная с 1 спальным
2690000,,2012,732000,Москва,https://auto.ru/artic/used/sale/daf/xf105/15757975-f2b8639c/,DAF,DAF XF105,БорнТракСервис,механическая,410,4x2,2-х местная с 2 спальными
1530000,,2009,1040670,,https://auto.ru/artic/used/sale/daf/xf105/16385848-0edfca26/,DAF,DAF XF105,M7 TRUCK Нижний Новгород,механическая,410,4x2,2-х местная с 2 спальными
2700000,Цена с НДС,2011,,Бояркино,https://auto.ru/artic/new/sale/foton/auman_bj425x/15602202-05396e95/,FOTON,Foton Auman BJ425x,ООО ТракАвтоСервис,механическая,375,6x4,2-х местная с 2 спальными
1690000,Цена с НДС,2011,785000,Люберцы,https://auto.ru/artic/used/sale/man/tgs/16637886-9fbeafa4/,MAN,MAN TGS,ТРАК ПЛАТФОРМА,механическая,360,4x2,2-х местная с 1 спальным
2020000,,2009,1052202,Люберцы,https://auto.ru/artic/used/sale/daf/xf105/16637848-d7945138/,DAF,DAF XF105,ТРАК ПЛАТФОРМА,механическая,460,4x2,2-х местная с 2 спальными
3890000,,2013,1030000,Елино,https://auto.ru/artic/used/sale/daf/xf105/16610786-dad359eb/,DAF,DAF XF105,700 МАШИН,механическая,462,6x2,2-х местная с 2 спальными
1620000,,2007,1196663,Люберцы,https://auto.ru/artic/used/sale/daf/xf95/16611266-3dbee46a/,DAF,DAF 95XF,PRO АВТО,механическая,430,4x2,2-х местная с 2 спальными
1700000,,2007,1550374,Люберцы,https://auto.ru/artic/used/sale/man/tga_1/16609270-c2bde597/,MAN,MAN TGA,PRO АВТО,механическая,400,4x2,2-х местная с 2 спальными
1440000,,2007,499150,Люберцы,https://auto.ru/artic/used/sale/man/tga_1/16545846-7c83f705/,MAN,MAN TGA,PRO АВТО,механическая,480,4x2,2-х местная с 2 спальными
1440000,,2007,1244695,Люберцы,https://auto.ru/artic/used/sale/man/tga_1/16558030-ad013091/,MAN,MAN TGA,PRO АВТО,механическая,480,4x2,2-х местная с 2 спальными
1300000,,2008,799745,Люберцы,https://auto.ru/artic/used/sale/renault/premium_tractor/16505000-b57723ec/,RENAULT,Renault Premium,PRO АВТО,механическая,380,4x2,2-х местная с 2 спальными
950000,,2008,1463446,Люберцы,https://auto.ru/artic/used/sale/man/tga_1/16569706-5b828551/,MAN,MAN TGA,PRO АВТО,механическая,480,4x2,2-х местная с 2 спальными
1550000,,2007,779268,Москва,https://auto.ru/artic/used/sale/scania/p_1/16605055-6f6db01d/,SCANIA,Scania P-series,M7 TRUCK Москва Юг,механическая,340,6x4,2-х местная с 1 спальным
1290000,,2008,750000,Мытищи,https://auto.ru/artic/used/sale/man/tga_1/16627198-bf95625c/,MAN,MAN TGA,КОМДОРАВТО,механическая,390,4x2,2-х местная с 2 спальными
1200000,,2007,870000,,https://auto.ru/artic/used/sale/man/tga_1/16262430-3085f2df/,MAN,MAN TGA,СибТракСкан,механическая,480,4x2,2-х местная с 1 спальным
1800000,,2006,1100000,Великий Новгород,https://auto.ru/artic/used/sale/volvo/fh_tractor/16639016-be32d5bc/,VOLVO,Volvo FH,ЦКТ,автоматическая,400,4x2,2-х местная с 2 спальными
1900000,,2008,1464000,Елино,https://auto.ru/artic/used/sale/daf/xf105/16638656-a8a6cc79/,DAF,DAF XF105,700 МАШИН,автоматическая,462,4x2,2-х местная с 2 спальными
650000,,2007,588596,Москва,https://auto.ru/artic/used/sale/maz/6430/16634834-fdaf7170/,MAZ,МАЗ 6430,Трак-Сток,механическая,390,6x4,2-х местная с 2 спальными
699000,,2008,740980,Москва,https://auto.ru/artic/used/sale/maz/6422/16634790-d9f34c35/,MAZ,МАЗ 6422,Трак-Сток,механическая,397,6x4,2-х местная с 1 спальным
499000,,2007,345569,Москва,https://auto.ru/artic/used/sale/maz/5440/16634820-9a00bd74/,MAZ,МАЗ 5440,Трак-Сток,механическая,390,4x2,2-х местная с 2 спальными
2200000,,2008,686690,Москва,https://auto.ru/artic/used/sale/scania/r_1/16634460-ad02eb72/,SCANIA,Scania R-Series,АГТ-Трейдинг,механическая,381,4x2,2-х местная с 2 спальными
2750000,,2009,404865,Москва,https://auto.ru/artic/used/sale/man/tgx/16625672-03c36c03/,MAN,MAN TGX,M7 TRUCK Москва Юг,автоматическая,12,6x2,
5700000,Цена с НДС,2019,,Солонцы,https://auto.ru/artic/new/sale/faw/j6_1/16636856-9a2258fb/,FAW,FAW J6 CA4250,Трак Про,механическая,420,6x4,2-х местная с 2 спальными
2500000,,2006,800000,Санкт-Петербург,https://auto.ru/artic/used/sale/man/tga_1/16638622-1e2ea8ae/,MAN,MAN TGA,,механическая,350,4x2,2-х местная с 1 спальным
1380000,,2007,1150000,Кузнецк,https://auto.ru/artic/used/sale/renault/premium_tractor/16638630-7ee827ed/,RENAULT,Renault Premium,,механическая,380,4x2,2-х местная с 2 спальными
1650000,Цена с НДС,2008,922000,Екатеринбург,https://auto.ru/artic/used/sale/man/tga_1/16634242-0be72efa/,MAN,MAN TGA,Global Truck Sales Екатеринбург,механическая,480,4x2,2-х местная с 1 спальным
1250000,,2008,1200000,Орёл,https://auto.ru/artic/used/sale/renault/premium_tractor/16638580-a0cd51bf/,RENAULT,Renault Premium,,механическая,380,4x2,2-х местная с 2 спальными
1070000,,2008,1104000,,https://auto.ru/artic/used/sale/man/tga_1/16168368-960a4fee/,MAN,MAN TGA,M7 TRUCK Нижний Новгород,механическая,390,4x2,2-х местная с 1 спальным
1349000,,2015,123,Москва,https://auto.ru/artic/used/sale/maz/5440/16626934-83bc7d6a/,MAZ,МАЗ 5440,,механическая,310,4x2,2-х местная с 1 спальным
5945000,,2017,831718,Новониколаевский,https://auto.ru/artic/used/sale/scania/r_1/16613482-295852fd/,SCANIA,Scania R-Series,M7 TRUCK Казань,механическая,12,4x2,
5800000,,2017,463900,Тосно,https://auto.ru/artic/used/sale/volvo/fh_tractor/16630594-ffdad821/,VOLVO,Volvo FH,ClassTrucks,автоматическая,500,4x2,
5960000,,2017,406459,Екатеринбург,https://auto.ru/artic/used/sale/volvo/fh_tractor/16630704-1f831595/,VOLVO,Volvo FH,ClassTrucks,автоматическая,500,4x2,
920000,,2006,931000,,https://auto.ru/artic/used/sale/scania/p_1/16366586-f91efa20/,SCANIA,Scania P-series,M7 TRUCK Нижний Новгород,механическая,380,4x2,2-х местная с 1 спальным
990000,Цена с НДС,2006,1300000,Жигулёвск,https://auto.ru/artic/used/sale/scania/p_1/16636180-4777f682/,SCANIA,Scania P-series,ЖигулиСкан ООО,механическая,340,4x2,2-х местная с 1 спальным
1450000,,2008,810000,Рязань,https://auto.ru/artic/used/sale/man/tga_1/16545650-d3edde1b/,MAN,MAN TGA,ООО Группа Авто,механическая,480,4x2,2-х местная с 1 спальным
410000,,2009,1,Жиздра,https://auto.ru/artic/used/sale/maz/5440/16584414-506d20e2/,MAZ,МАЗ 5440,,механическая,397,4x2,2-х местная с 2 спальными
1850000,,2008,1230871,Санкт-Петербург,https://auto.ru/artic/used/sale/scania/r_1/16638712-12284df8/,SCANIA,Scania R-Series,,полуавтоматическая,380,4x2,2-х местная с 2 спальными
3565000,Цена с НДС,2018,214096,Нижний Новгород,https://auto.ru/artic/used/sale/kamaz/5490_neo/16607554-0bdc19f3/,KAMAZ,КамАЗ 5490 NEO,M7 TRUCK Нижний Новгород,механическая,401,4x2,2-х местная с 1 спальным
3450000,,2018,179834,Москва,https://auto.ru/artic/used/sale/kamaz/65206/16634680-66e3fe8b/,KAMAZ,КамАЗ 65206,Аскет-Авто,автоматическая,428,6x4,2-х местная с 1 спальным
1605000,,2015,597392,Нижний Новгород,https://auto.ru/artic/used/sale/kamaz/5490/16558696-e2ede6d4/,KAMAZ,КамАЗ 5490,M7 TRUCK Нижний Новгород,механическая,400,4x2,2-х местная с 1 спальным
900000,,2008,967000,Москва и Московская область,https://auto.ru/artic/used/sale/man/tga_1/16635796-2e960c89/,MAN,MAN TGA,,механическая,350,4x2,2-х местная с 1 спальным
2100000,,2008,1180000,Калининград,https://auto.ru/artic/used/sale/daf/xf105/16639086-e4426325/,DAF,DAF XF105,,автоматическая,460,4x2,2-х местная с 2 спальными
1390000,Цена с НДС,2005,900000,Барнаул,https://auto.ru/artic/used/sale/man/tga_1/16595270-3d903628/,MAN,MAN TGA,SAEM-truck,механическая,400,4x2,2-х местная с 1 спальным
1870000,Цена с НДС,2009,800000,Барнаул,https://auto.ru/artic/used/sale/man/tga_1/16612036-60ae4d30/,MAN,MAN TGA,SAEM-truck,механическая,390,4x2,2-х местная с 1 спальным
1200000,,2007,767697,Москва,https://auto.ru/artic/used/sale/man/tga_1/16510894-3119dda6/,MAN,MAN TGA,Логиноф,механическая,390,4x2,2-х местная с 1 спальным
1605000,,2015,511906,Нижний Новгород,https://auto.ru/artic/used/sale/kamaz/5490/16536260-97b0110b/,KAMAZ,КамАЗ 5490,M7 TRUCK Нижний Новгород,механическая,401,4x2,2-х местная с 1 спальным
3450000,,2018,203393,Чёрная Грязь,https://auto.ru/artic/used/sale/kamaz/5490_neo/16626562-38824a92/,KAMAZ,КамАЗ 5490 NEO,M7 TRUCK Москва,автоматическая,12,4x2,
4400000,,2015,435000,Солнечногорск,https://auto.ru/artic/used/sale/man/tgx/16485178-ae13ec45/,MAN,MAN TGX,ТРАНСАЛЬЯНС Москва,автоматическая,440,4x2,2-х местная с 2 спальными
4650000,,2016,380937,Москва,https://auto.ru/artic/used/sale/mercedes/actros_t/16634390-d794a4d1/,MERCEDES,Mercedes-Benz Actros,АГТ-Трейдинг,автоматическая,435,4x2,2-х местная с 2 спальными
4850000,Цена с НДС,2018,310000,Москва,https://auto.ru/artic/used/sale/scania/p_1/16596990-f0a5c525/,SCANIA,Scania P-series,БорнТракСервис,механическая,440,4x2,2-х местная с 1 спальным
1950000,Цена с НДС,2008,1318000,Краснодар,https://auto.ru/artic/used/sale/volvo/fh_tractor/16460750-5e45c39e/,VOLVO,Volvo FH,Ферронордик,механическая,440,4x2,2-х местная с 2 спальными
1950000,Цена с НДС,2008,1200000,Краснодар,https://auto.ru/artic/used/sale/volvo/fh_tractor/16574800-1d032b73/,VOLVO,Volvo FH,Ферронордик,механическая,400,4x2,2-х местная с 2 спальными
870000,,2005,1025401,Мытищи,https://auto.ru/artic/used/sale/mercedes/axor_t/16504886-2a104df8/,MERCEDES,Mercedes-Benz Axor,ББС ГРУПП,механическая,354,4x2,2-х местная с 1 спальным
1610000,,2008,1513481,Люберцы,https://auto.ru/artic/used/sale/daf/xf105/16631006-f78bc096/,DAF,DAF XF105,ТРАК ПЛАТФОРМА,механическая,408,4x2,2-х местная с 2 спальными
1490000,,2007,1105000,Люберцы,https://auto.ru/artic/used/sale/scania/r_1/16463516-726bf1c2/,SCANIA,Scania R-Series,ТРАК ПЛАТФОРМА,механическая,420,4x2,2-х местная с 2 спальными
2550000,,2017,510000,Москва,https://auto.ru/artic/used/sale/kamaz/5490/16634210-6cb8d3ca/,KAMAZ,КамАЗ 5490,Global Truck Sales Москва Север,механическая,401,4x2,2-х местная с 1 спальным
2099000,Цена с НДС,2016,478855,Москва,https://auto.ru/artic/used/sale/kamaz/5490/16482848-8efff08d/,KAMAZ,КамАЗ 5490,GROSS AUTO,механическая,400,4x2,2-х местная с 1 спальным
4880000,Цена с НДС,2016,575000,Солнечногорск,https://auto.ru/artic/used/sale/renault/t_series/16637860-6e24323f/,RENAULT,Renault T-Series,АЙС КУБ,автоматическая,530,4x2,2-х местная с 2 спальными
3550000,Цена с НДС,2015,470000,Барнаул,https://auto.ru/artic/used/sale/scania/p_1/16623452-47e92c31/,SCANIA,Scania P-series,SAEM-truck,механическая,360,4x2,2-х местная с 1 спальным
3490000,Цена с НДС,2015,510000,Барнаул,https://auto.ru/artic/used/sale/scania/p_1/16624928-b069204a/,SCANIA,Scania P-series,SAEM-truck,механическая,360,4x2,2-х местная с 1 спальным
2050000,,2008,1307201,Санкт-Петербург,https://auto.ru/artic/used/sale/scania/r_1/16630166-d6c4d525/,SCANIA,Scania R-Series,Техцентр СОТРАНС Mercedes-Benz Санкт-Петербург,,380,4x2,2-х местная с 2 спальными
3850000,,2015,20000,Набережные Челны,https://auto.ru/artic/used/sale/kamaz/65225_t/15776404-7738e200/,KAMAZ,КамАЗ 65225,Жумади,механическая,12,6x6,2-х местная с 1 спальным
6600000,Цена с НДС,2018,340000,Казань,https://auto.ru/artic/used/sale/volvo/fh_tractor/16012697-3b6f5f9a/,VOLVO,Volvo FH,ЗилантМоторс,автоматическая,460,4x2,2-х местная с 2 спальными
6600000,Цена с НДС,2018,340000,,https://auto.ru/artic/used/sale/volvo/fh_tractor/16583306-89a1c77e/,VOLVO,Volvo FH,ЗилантМоторс,автоматическая,460,4x2,2-х местная с 2 спальными
