Model;URL;Year;Price;Mileage;VehicleType;Make;Supplier;VATIncluded;Location
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16364802-c2bb32a1/;2006;1700000;520;Refrigerator;SCHMITZ CARGOBULL;;;Донецк
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16611750-c42d517b/;2008;749000;500000;Curtainsider;KOGEL;;;Набережные Челны
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16595370-cc7d0133/;2011;900000;230000;Curtainsider;KOGEL;Транспортная компания РОЗ-ГРУЗ;Цена с НДС;Люберцы
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16562000-9781df76/;2016;2030000;170000;Curtainsider;SCHMITZ CARGOBULL;;;Липецкая область
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16612580-f0cc6871/;2000;1150000;;Refrigerator;SCHMITZ CARGOBULL;;;Тверь
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16508978-2798419b/;2013;1350000;350000;Curtainsider;SCHMITZ CARGOBULL;Транзит-Дон Гипермаркет;;Ростов-на-Дону
9746;https://auto.ru/trailer/used/sale/tonar/9746/16327520-3e3a89f4/;2017;2500000;;Refrigerator;TONAR;;;Бугульма
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16598622-8a55c833/;2006;790000;600000;Platform;SCHMITZ CARGOBULL;;;Александров
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16054624-758fe679/;2007;690000;485000;Platform;KRONE;Транзит-Дон Гипермаркет;;Ростов-на-Дону
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16609026-d43b1230/;2018;4490000;;Refrigerator;SCHMITZ CARGOBULL;Global Truck Sales Москва Север;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16636890-66584e02/;2014;3750000;;Refrigerator;SCHMITZ CARGOBULL;ГРУЗ СОЮЗ;;Москва
Kassbohrer;https://auto.ru/trailer/used/sale/kaessbohrer/kaessbohrer/16587768-3d5dcb86/;2012;990000;150000;Curtainsider;KAESSBOHRER;;;Боровск
SD;https://auto.ru/trailer/used/sale/krone/sd/16415429-e0136799/;2008;669000;;Curtainsider;KRONE;PRO АВТО;;Люберцы
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16635844-80e6eaee/;2007;785000;200000;Platform;SCHMITZ CARGOBULL;M7 TRUCK Москва;;Чёрная Грязь
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16388128-a6c68583/;2011;1650000;;Curtainsider;SCHMITZ CARGOBULL;;;Ульяновск
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16353024-4cbb030f/;2017;2100000;90000;Curtainsider;KRONE;ООО Группа Авто;Цена с НДС;Рязань
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16520094-f00e109e/;2006;1650000;;Refrigerator;SCHMITZ CARGOBULL;;;Омск
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16635076-252c0d40/;2010;1120000;500000;Curtainsider;KOGEL;Вест Групп;;Красногорск
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16616696-6633b4df/;2005;800000;;Curtainsider;SCHMITZ CARGOBULL;;;Санкт-Петербург
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16410776-f4f5c60c/;2005;580000;222333;Curtainsider;KRONE;;;Краснодар
SCB;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16552416-2997ee4a/;2017;2190000;135000;Curtainsider;SCHMITZ CARGOBULL;Триера Трак;;Дубровки
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16634810-59b0aa64/;2014;1290000;;Curtainsider;SCHMITZ CARGOBULL;BS-Truck;;Набережные Челны
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630068-a0d3a725/;2019;5250000;180000;Refrigerator;SCHMITZ CARGOBULL;;;Ижевск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16622494-66f179aa/;2018;5700000;25000;Refrigerator;SCHMITZ CARGOBULL;Вест Групп;Цена с НДС;Красногорск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630678-f5fed700/;2017;4420000;;Refrigerator;SCHMITZ CARGOBULL;ClassTrucks;;Тосно
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16615300-c3bc65f5/;2008;900000;800000;Curtainsider;SCHMITZ CARGOBULL;;;Ачинск
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16343884-9d05560a/;2006;700000;600000;Platform;KRONE;;;Смоленск
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16632104-cc4bb22c/;2012;1200000;;Curtainsider;SCHMITZ CARGOBULL;;;Ачинск
SD;https://auto.ru/trailer/used/sale/krone/sd/16371288-e5b64823/;2007;750000;1111111;Curtainsider;KRONE;;;Москва
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16609611-ad60ec64/;2019;4760000;160000;Refrigerator;KRONE;Группа Милан;Цена с НДС;Санкт-Петербург
SD;https://auto.ru/trailer/used/sale/krone/sd/16314222-da940f2b/;2016;1885000;300000;Curtainsider;KRONE;КРОНЕ СканБалт;Цена с НДС;Химки
NS;https://auto.ru/trailer/used/sale/wielton/ns/16299278-11fb6862/;2011;1180000;777;Curtainsider;WIELTON;ООО Кубань-Скан;Цена с НДС;Краснодар
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16191902-0ff36494/;2011;899000;;Platform;KOGEL;GROSS AUTO;;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16608484-0a9f50ca/;2008;920000;600000;Curtainsider;KRONE;;;Михайловка
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16075576-41243a15/;2007;750000;;Curtainsider;SCHMITZ CARGOBULL;;;Череповец
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16536478-090f6216/;2008;550000;;Curtainsider;SCHMITZ CARGOBULL;ГРУЗ СОЮЗ;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456210-d451dcb5/;2010;2140000;;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;;Кимовск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16302278-d50a21e3/;2005;650000;;Platform;SCHMITZ CARGOBULL;;;Калининград
SD;https://auto.ru/trailer/used/sale/krone/sd/16631284-c4a55117/;2011;1100000;;Curtainsider;KRONE;BS-Truck;Цена с НДС;Набережные Челны
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16525040-b79917eb/;2012;1100000;620000;Curtainsider;KOGEL;;;Москва
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16318248-fd8c8245/;2005;890000;;Refrigerator;KRONE;;;Владивосток
SD;https://auto.ru/trailer/used/sale/krone/sd/16565914-09670e9b/;2017;2100000;200000;Curtainsider;KRONE;ООО Группа Авто;Цена с НДС;Рязань
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16609922-1f8b08aa/;2010;2890000;580000;Refrigerator;SCHMITZ CARGOBULL;АГТ-Трейдинг;;Москва
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16604824-a61517f7/;2005;540000;;Curtainsider;KRONE;Трак-Сток;Цена с НДС;Москва
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16603726-eb1033f6/;2018;2230000;;Curtainsider;KRONE;M7 TRUCK Уфа;;Авдон
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16593592-f5a39ebb/;2012;1200000;500000;Curtainsider;KOGEL;;;Владимир
NS;https://auto.ru/trailer/used/sale/wielton/ns/16636238-23ae95cf/;2014;1000000;1000000;Curtainsider;WIELTON;;;Смоленск
SD;https://auto.ru/trailer/used/sale/krone/sd/16622278-0ef2a351/;2017;2150000;260000;Curtainsider;KRONE;;;Липецк
NS;https://auto.ru/trailer/used/sale/wielton/ns/16332676-d7566083/;2012;1050000;;Curtainsider;WIELTON;;;Смоленск
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16635634-7492c48d/;2018;2598000;50000;Curtainsider;MEUSBURGER;M7 TRUCK Москва Юг;;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16596308-32b38477/;2012;2500000;;Refrigerator;KRONE;ГРУЗ СОЮЗ;Цена с НДС;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16626508-68869713/;2017;4450000;;Refrigerator;KRONE;КРОНЕ СканБалт;;Химки
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16517118-739c38fd/;2012;900000;299000;Curtainsider;SCHMITZ CARGOBULL;ТРАК ПЛАТФОРМА;Цена с НДС;Люберцы
NS;https://auto.ru/trailer/used/sale/wielton/ns/16522050-0b2fdb08/;2004;899000;;Refrigerator;WIELTON;ООО Кварта-Трейд;;Ростов-на-Дону
SD;https://auto.ru/trailer/used/sale/krone/sd/16495006-bac9c18a/;2012;1190000;;Curtainsider;KRONE;Global Truck Sales Екатеринбург;;Екатеринбург
9746;https://auto.ru/trailer/used/sale/tonar/9746/16604482-35700492/;2008;490000;1027000;Platform;TONAR;;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456202-8f113240/;2010;2140000;;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;;Кимовск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630684-00b16dd8/;2018;4780000;;Refrigerator;SCHMITZ CARGOBULL;ClassTrucks;;Москва
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16320616-1ba9a3cf/;2003;1550000;600000;Refrigerator;KRONE;;;Тында
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16593404-4f26658f/;2011;980000;298000;Curtainsider;KOGEL;Транспортная компания РОЗ-ГРУЗ;Цена с НДС;Люберцы
SD;https://auto.ru/trailer/used/sale/krone/sd/16590150-6201ba67/;2014;1650000;;Platform;KRONE;;;Кострома
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16636332-48523a3d/;2006;590000;700000;Curtainsider;SCHMITZ CARGOBULL;;;Челябинск
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16243196-16fcdafd/;2007;820000;10000;Curtainsider;SCHMITZ CARGOBULL;Global Truck Sales Москва Север;;Зеленоград
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16622524-c1e75965/;2013;2790000;680000;Curtainsider;KRONE;Триера Трак;Цена с НДС;Дубровки
9746;https://auto.ru/trailer/used/sale/tonar/9746/16396076-c7784607/;2008;700000;700000;Curtainsider;TONAR;;;Ижевск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16570608-d150786d/;2019;5494534;230000;Refrigerator;SCHMITZ CARGOBULL;ГРИН ЛАЙН;;Смоленск
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16634858-37389d4d/;2019;2591157;41122;Curtainsider;SCHMITZ CARGOBULL;Шмитц Каргобулл Руссланд;Цена с НДС;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16545462-c1fa4774/;2006;600000;400;Platform;KRONE;;;Казань
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16545974-6140a50b/;2010;1780000;524614;Refrigerator;SCHMITZ CARGOBULL;ББС ГРУПП;;Мытищи
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16165350-f5da9bf3/;2018;4898477;214000;Refrigerator;SCHMITZ CARGOBULL;АЙС КУБ;Цена с НДС;Солнечногорск
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/15990340-79e02065/;2008;795000;;Platform;SCHMITZ CARGOBULL;;;Брянск
SD;https://auto.ru/trailer/used/sale/krone/sd/16388140-c0ff0992/;2009;2500000;300000;Refrigerator;KRONE;АвтоБан;;Москва
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16582466-56455d0f/;2006;650000;;Curtainsider;KOGEL;;;Архангельск
SD;https://auto.ru/trailer/used/sale/krone/sd/16636654-1397e214/;2011;2205000;;Refrigerator;KRONE;ГРУЗ СОЮЗ;;Москва
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/15818390-55fc7c2f/;2012;820000;200;Platform;KOGEL;;;Брянск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630734-431a1c99/;2017;4370000;;Refrigerator;SCHMITZ CARGOBULL;ClassTrucks;;Тосно
SD;https://auto.ru/trailer/used/sale/krone/sd/16628516-a8971512/;2018;4200000;;Refrigerator;KRONE;Global Truck Sales Екатеринбург;Цена с НДС;Екатеринбург
SD;https://auto.ru/trailer/used/sale/krone/sd/16583764-dafcf43e/;2016;1890000;50;Curtainsider;KRONE;Юнион КРОНЕ Кимовск;;Кимовск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16409802-ef64f1e2/;2015;3290000;500;Refrigerator;SCHMITZ CARGOBULL;;;Москва
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16587244-29262a1d/;2008;840000;;Curtainsider;KRONE;Global Truck Sales Екатеринбург;Цена с НДС;Екатеринбург
S24;https://auto.ru/trailer/new/sale/kogel/s24/16133588-640d5b26/;2007;490000;;Platform;KOGEL;КОМДОРАВТО;;Мытищи
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16441606-a78245e6/;2017;4150000;500000;Refrigerator;SCHMITZ CARGOBULL;"ООО ""РЕД СТАР"" МАЗ Смоленск";;Смоленск
9988;https://auto.ru/trailer/used/sale/tonar/9988/16382606-5cc8d3f8/;2015;740000;;Curtainsider;TONAR;;;Набережные Челны
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16620762-a852dcca/;2010;2300000;50;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;Цена с НДС;Кимовск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16511200-6e4cec89/;2018;5218938;300000;Refrigerator;SCHMITZ CARGOBULL;АЙС КУБ;Цена с НДС;Солнечногорск
AZW 18;https://auto.ru/trailer/used/sale/krone/azw/16505354-e6103cb8/;2004;450000;;Platform;KRONE;ГРУЗ СОЮЗ;;Москва
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16599312-2223aea2/;2004;435000;;Platform;KOGEL;PRO АВТО;;Люберцы
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478176-42720ca8/;2018;4500000;290000;Refrigerator;SCHMITZ CARGOBULL;ГРИН ЛАЙН;;Смоленск
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16551130-540291b7/;2007;840000;1050;Curtainsider;SCHMITZ CARGOBULL;;;Железногорск
SD;https://auto.ru/trailer/used/sale/krone/sd/16568654-95ba3516/;2008;850000;;Curtainsider;KRONE;GROSS AUTO;Цена с НДС;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16628960-1392b4cb/;2009;950000;100000;Platform;KRONE;;;Брянск
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16635630-21f69865/;2011;850000;399000;Curtainsider;KOGEL;ТРАК ПЛАТФОРМА;;Люберцы
SW24;https://auto.ru/trailer/used/sale/kogel/sw24/16488906-c15445ea/;2011;2400000;500000;Refrigerator;KOGEL;;;Новороссийск
NS;https://auto.ru/trailer/used/sale/wielton/ns/16621166-f003e511/;2010;1050000;880000;Curtainsider;WIELTON;;;Белгород
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16626650-9b73caad/;2007;700000;600000;Curtainsider;SCHMITZ CARGOBULL;;;Калуга
NS;https://auto.ru/trailer/used/sale/wielton/ns/16609799-6260b738/;2012;1619000;230000;Refrigerator;WIELTON;Лаки Логистик;;Москва
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16594310-d6e6994a/;2019;2630000;70000;Curtainsider;SCHMITZ CARGOBULL;CargoLine group;Цена с НДС;Ольша
SD;https://auto.ru/trailer/used/sale/krone/sd/16635478-c46353e0/;2014;1700000;540000;Curtainsider;KRONE;ТРАНСАЛЬЯНС Москва;Цена с НДС;Солнечногорск
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16626502-6e47bdfe/;2008;1950000;;Refrigerator;KRONE;КРОНЕ СканБалт;Цена с НДС;Химки
Krone;https://auto.ru/trailer/used/sale/krone/krone/16592030-e036864d/;2010;970000;;Curtainsider;KRONE;;;Самара
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16583290-491b1977/;2015;3700000;350000;Refrigerator;SCHMITZ CARGOBULL;Транзит-Дон Москва;;Москва
9746;https://auto.ru/trailer/used/sale/tonar/9746/16625236-899c16cf/;2018;2300000;;Curtainsider;TONAR;;;Набережные Челны
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16330374-1277563d/;2007;990000;;Curtainsider;SCHMITZ CARGOBULL;;;Каменка
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16600328-2f85ed93/;2015;1399777;600000;Curtainsider;SCHMITZ CARGOBULL;ТТ777;Цена с НДС;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16475990-fceac998/;2017;4669576;237000;Refrigerator;SCHMITZ CARGOBULL;АЙС КУБ;Цена с НДС;Солнечногорск
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16605061-be36694e/;2011;2549000;200000;Refrigerator;KRONE;M7 TRUCK Москва Юг;;Москва
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16405298-d82e728a/;2010;1270000;;Curtainsider;SCHMITZ CARGOBULL;;;Каменка
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16628140-0e3a7658/;2018;2650000;58000;Curtainsider;KOGEL;Триера Трак;Цена с НДС;Дубровки
Krone;https://auto.ru/trailer/used/sale/krone/krone/15648260-fd8bcc3e/;2011;1950000;600000;Refrigerator;KRONE;;;Смоленск
SD;https://auto.ru/trailer/used/sale/krone/sd/16371840-51205056/;2011;1920000;600;Refrigerator;KRONE;;;Бийск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16627028-58b81485/;2016;3800000;500000;Curtainsider;SCHMITZ CARGOBULL;;;Москва
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16543758-1b359da7/;2015;1700000;579000;Platform;KOGEL;ТРАНСАЛЬЯНС Москва;Цена с НДС;Солнечногорск
S24;https://auto.ru/trailer/used/sale/kogel/s24/16402182-0f479964/;2018;2100000;145000;Curtainsider;KOGEL;БорнТракСервис;;Москва
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16416437-25df3ded/;2011;900000;299000;Curtainsider;KOGEL;ТРАК ПЛАТФОРМА;Цена с НДС;Люберцы
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16518448-3c9ed26a/;2012;2660000;480000;Refrigerator;KRONE;Триера Трак;Цена с НДС;Дубровки
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16578788-481ebcd2/;2013;1350000;;Curtainsider;KOGEL;Global Truck Sales Екатеринбург;;Екатеринбург
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/15727945-4ad7586c/;2007;700000;;Curtainsider;KRONE;;;Псков
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478068-5c7377cc/;2017;4155000;510000;Refrigerator;SCHMITZ CARGOBULL;ГРИН ЛАЙН;;Смоленск
SV24;https://auto.ru/trailer/used/sale/kogel/sv24/16574858-9f3650d3/;2005;540000;200000;Curtainsider;KOGEL;ТРАК ПЛАТФОРМА;;Люберцы
SD;https://auto.ru/trailer/used/sale/krone/sd/16496778-b61aa88f/;2018;4100000;;Refrigerator;KRONE;Технический центр Восток;;Всеволожск
SD;https://auto.ru/trailer/used/sale/krone/sd/16446167-be48df77/;2013;3200000;;Refrigerator;KRONE;;;Муром
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16546880-9e859583/;2008;690000;;Curtainsider;KOGEL;PRO АВТО;Цена с НДС;Люберцы
Krone;https://auto.ru/trailer/used/sale/krone/krone/16596306-10eda0ee/;2005;599000;;Platform;KRONE;Форсаж;;Котельники
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16470150-a8056e70/;2004;890000;;Refrigerator;KRONE;SAEM-truck;Цена с НДС;Барнаул
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16533074-e6c3a9fa/;2018;2230000;;Curtainsider;KRONE;M7 TRUCK Набережные Челны;;Набережные Челны
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16491604-db28e0de/;2011;1150000;;Curtainsider;KOGEL;Global Truck Sales Москва Север;;Зеленоград
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16602978-3da103a7/;2002;900000;;Refrigerator;SCHMITZ CARGOBULL;Global Truck Sales Екатеринбург;;Екатеринбург
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16198782-27312b29/;2016;2050000;320000;Curtainsider;SCHMITZ CARGOBULL;ТРАНСАЛЬЯНС Москва;;Солнечногорск
S24;https://auto.ru/trailer/used/sale/kogel/s24/16509588-1cb50cd6/;2014;2720000;500000;Refrigerator;KOGEL;AVTOKOMMERZ-TRUCKS;;Михнево
S24;https://auto.ru/trailer/used/sale/kogel/s24/16611968-ff007af7/;2007;810000;;Curtainsider;KOGEL;ГРУЗ СОЮЗ;;Москва
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16604620-a1e52614/;2011;1200000;;Curtainsider;SCHMITZ CARGOBULL;M7 TRUCK Набережные Челны;;Набережные Челны
