Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Comment;Качество верификации;Верификация;Федеральный округ
Тягач;Volvo;VNL;2002;900000;Великий Новгород;https://auto.ru/artic/used/sale/volvo/vnl_tractor/16237238-490405cd/;1000000;MT;;450;2;2;;1400000;500000;Горячая цена! Срочно брать!;0;;;;;СЗФО
Тягач;Renault;T-Series;2017;6000000;Воронеж;https://auto.ru/artic/used/sale/renault/t_series/16590104-9c625813/;147000;AT;4x2;439;2;2;;4030000;-1970000;Цена завышена - можно поторговаться;60;192000;;;;ЦФО
Тягач;Renault;Premium;2013;2650000;Москва;https://auto.ru/artic/used/sale/renault/premium_tractor/15714061-934522c2/;627708;MT;6x4;460;2;2;АГТ-Трейдинг;2950000;300000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;МАЗ;6422;2000;300000;Самара;https://auto.ru/artic/used/sale/maz/6422/15177296-04128ebe/;423000;MT;6x4;330;2;1;Автосалон в Подстепновке;340000;40000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;INTERNATIONAL;9000 Series;2003;950000;Ставрополь;https://auto.ru/artic/used/sale/international/9000/16581248-61e28e28/;730000;MT;6x4;370;2;2;;1620000;670000;Горячая цена! Срочно брать!;0;;;;;СКФО
Тягач;Renault;Magnum;2007;1630000;Кострома;https://auto.ru/artic/used/sale/renault/magnum_ae/6080721-c8c77/;900000;MT;;460;;;;1370000;-260000;Цена завышена - можно поторговаться;30;;;;;ЦФО
Тягач;МАЗ;5432;2004;210000;Тольятти;https://auto.ru/artic/used/sale/maz/5432/16516078-61137091/;980000;;;330;2;1;;210000;0;;10;;;;;ПФО
Тягач;МАЗ;5432;2001;650000;Буланаш;https://auto.ru/artic/used/sale/maz/5432/16094662-63c3c9f8/;100000;MT;4x2;330;2;2;;330000;-320000;Цена завышена - можно поторговаться;110;;;;;
Тягач;Renault;Premium;2012;1790000;Люберцы;https://auto.ru/artic/used/sale/renault/premium_tractor/16029838-e6f2e5fc/;;MT;4x2;380;2;2;PRO АВТО;1910000;120000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;МАЗ;5440;2006;550000;Берёзовский;https://auto.ru/artic/used/sale/maz/5440/16475060-67943473/;150000;MT;4x2;400;2;2;;630000;80000;Горячая цена! Срочно брать!;0;;;;;
Тягач;DAF;XF105;2014;3000000;Химки;https://auto.ru/artic/used/sale/daf/xf105/16570812-a803f5a1/;752000;MT;4x2;410;2;2;Ферронордик Машины;3070000;70000;;10;;;;;ЦФО
Тягач;МАЗ;5440;2012;599000;Бежецк;https://auto.ru/artic/used/sale/maz/5440/15791724-fd4bbbff/;700000;MT;4x2;411;2;2;;1310000;711000;Горячая цена! Срочно брать!;0;;;;;
Тягач;МАЗ;5440;2006;465000;Воскресенское;https://auto.ru/artic/used/sale/maz/5440/16447738-61da4b02/;350000;MT;4x2;390;2;2;;620000;155000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Renault;Premium;2001;850000;Тюмень;https://auto.ru/artic/used/sale/renault/premium_tractor/16260194-04315c70/;10000;MT;4x2;420;2;2;;820000;-30000;;10;;;;;СФО
Тягач;Volvo;FH;2012;3200000;Красноярск;https://auto.ru/artic/used/sale/volvo/fh_tractor/15974362-be57c66e/;1072546;AT;4x2;440;2;2;;2660000;-540000;Цена завышена - можно поторговаться;30;;;;;СФО
Тягач;Renault;Premium;2013;2650000;Москва;https://auto.ru/artic/used/sale/renault/premium_tractor/16013369-396f0363/;703701;MT;6x4;430;2;1;АГТ-Трейдинг;2660000;10000;;10;;;;;ЦФО
Тягач;DAF;CF-series;2000;550000;Москва;https://auto.ru/artic/used/sale/daf/cf_series_1/16493182-89a4f9a6/;883053;MT;4x2;380;2;1;ГРУЗ СОЮЗ;1140000;590000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Renault;Premium;2004;1650000;Ярославль;https://auto.ru/artic/used/sale/renault/premium_tractor/10380796-4486e0df/;1120000;MT;4x2;412;2;1;;910000;-740000;Цена завышена - можно поторговаться;90;;;;;ЦФО
Тягач;Scania;G-series;2014;3200000;Нижний Новгород;https://auto.ru/artic/used/sale/scania/g/16585232-3bed0b16/;1020496;AT;4x2;400;;;;3280000;80000;;10;;;;;ПФО
Тягач;Renault;Magnum;2001;680000;Новосибирск;https://auto.ru/artic/used/sale/renault/magnum_ae/16587802-88e28aac/;1000000;MT;4x2;440;2;2;;860000;180000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;МАЗ;5440;2012;600000;Саранск;https://auto.ru/artic/used/sale/maz/5440/16543404-8b321c93/;437000;MT;4x2;400;2;2;;1280000;680000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;MAN;TGA;2002;1400000;Екатеринбург;https://auto.ru/artic/used/sale/man/tga_1/16249262-62e190d6/;1000000;MT;6x2;410;;;;1080000;-320000;Цена завышена - можно поторговаться;40;;;;;УФО
Тягач;КамАЗ;5490 NEO;2017;2500000;Тюмень;https://auto.ru/artic/used/sale/kamaz/5490_neo/16559598-a3eb814b/;240000;MT;4x2;401;2;1;;2400000;-100000;;10;80000;;;;СФО
Тягач;MAN;TGS;2012;2100000;Смоленск;https://auto.ru/artic/used/sale/man/tgs/16009483-3ec6ee86/;850000;AT;4x2;400;2;2;;2570000;470000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;MAN;TGX;2011;3000000;Липецк;https://auto.ru/artic/used/sale/man/tgx/16542970-81d96439/;880000;AT;4x2;441;2;2;;2510000;-490000;Цена завышена - можно поторговаться;30;;;;;ЦФО
Тягач;Renault;Premium;2008;1450000;Москва;https://auto.ru/artic/used/sale/renault/premium_tractor/16413574-3d8f0550/;988132;MT;4x2;300;2;1;;1050000;-400000;Цена завышена - можно поторговаться;50;;;;;ЦФО
Тягач;МАЗ;5432;2002;900000;Орёл;https://auto.ru/artic/used/sale/maz/5432/16434266-fc7dec1a/;300000;;4x2;250;;;;230000;-670000;Цена завышена - можно поторговаться;300;;;;;ЦФО
Тягач;Renault;Premium;2012;2249000;Ростов-на-Дону;https://auto.ru/artic/used/sale/renault/premium_tractor/16583554-43f18cc9/;545000;MT;4x2;440;2;2;ООО Кварта-Трейд;2040000;-209000;Цена завышена - можно поторговаться;20;;;;;ЮФО
Тягач;Renault;Premium;2007;1000000;Мценск;https://auto.ru/artic/used/sale/renault/premium_tractor/16585360-c1dbe674/;630000;AT;4x2;440;2;1;;1240000;240000;Горячая цена! Срочно брать!;0;;;;;
Тягач;DAF;XF105;2008;1480000;Михнево;https://auto.ru/artic/used/sale/daf/xf105/16415419-23202656/;1383061;MT;4x2;460;2;2;AVTOKOMMERZ-TRUCKS;2150000;670000;Горячая цена! Срочно брать!;0;;;;;
Тягач;МАЗ;5432;2008;350000;Москва;https://auto.ru/artic/used/sale/maz/5432/16557010-bf392bfb/;280000;MT;4x2;247;2;1;;410000;60000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;MAN;TGA;2008;2000000;Екатеринбург;https://auto.ru/artic/used/sale/man/tga_1/16517898-fae9b4ce/;920000;MT;4x2;480;2;1;;1550000;-450000;Цена завышена - можно поторговаться;40;;;;;УФО
Тягач;Scania;G-series;2011;1692000;Авдон;https://auto.ru/artic/used/sale/scania/g/16129648-a8a492a0/;1000000;MT;4x2;380;2;2;M7 TRUCK Уфа;2390000;698000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;INTERNATIONAL;9000 Series;2003;670000;Екатеринбург;https://auto.ru/artic/used/sale/international/9000/10353330-29196861/;1500000;MT;6x4;430;2;1;;1520000;850000;Горячая цена! Срочно брать!;0;;;;;УФО
Тягач;Renault;Premium;2011;1500000;Рамонь;https://auto.ru/artic/used/sale/renault/premium_tractor/16564062-2601369b/;860000;MT;4x2;440;2;1;;1570000;70000;;10;;;;;
Тягач;Scania;P-series;2007;1200000;Екатеринбург;https://auto.ru/artic/used/sale/scania/p_1/16486218-e4cc1b7d/;940000;MT;4x2;380;2;1;;1440000;240000;Горячая цена! Срочно брать!;0;;;;;УФО
Тягач;DAF;CF-series;2012;3500000;Ижевск;https://auto.ru/artic/used/sale/daf/cf_series_1/15840704-4b173e5b/;360000;MT;6x4;462;2;1;;2770000;-730000;Цена завышена - можно поторговаться;40;;;;;ПФО
Тягач;Scania;G-series;2018;8775000;Набережные Челны;https://auto.ru/artic/used/sale/scania/g/16483694-1601b4d5/;280862;AT;4x2;410;2;1;M7 TRUCK Набережные Челны;7110000;-1665000;Цена завышена - можно поторговаться;30;281000;;;;ПФО
Тягач;Renault;Premium;2008;1300000;Люберцы;https://auto.ru/artic/used/sale/renault/premium_tractor/16505000-b57723ec/;799745;MT;4x2;380;2;2;PRO АВТО;1370000;70000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Renault;Premium;2007;2000000;Троицк;https://auto.ru/artic/used/sale/renault/premium_tractor/16492020-fc8904a8/;912000;MT;4x2;450;2;1;;1160000;-840000;Цена завышена - можно поторговаться;80;;;;;
Тягач;Mercedes-Benz;Actros;2012;2550000;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16580290-542593d0/;955000;AT;4x2;435;2;2;;2570000;20000;;10;;;;;ЦФО
Тягач;Volvo;FH;2017;5050000;;https://auto.ru/artic/used/sale/volvo/fh_tractor/16520514-59a28bc9/;750000;AT;4x2;460;2;2;Камион;4870000;-180000;;10;162000;;;;
Тягач;Mercedes-Benz;Actros;2017;3950000;Чёрная Грязь;https://auto.ru/artic/used/sale/mercedes/actros_t/16563142-510cd4eb/;464023;AT;4x2;408;2;2;M7 TRUCK Москва;4390000;440000;Горячая цена! Срочно брать!;0;126000;M7truck   это седельные тягачи  спецтехника и прицепная техника с пробегом  которым Вы можете доверять  Любая форма оплаты  нал безнал  Возможна продажа в кредит  лизинг  Более 25 партнеров  Сбербанк  ВТБ  Европлан  Сбербанк Лизинг  ВЭБ лизинг  Элемент лизинг и др  Место осмотра  г  Москва;0,43356;unclear;ЦФО
Тягач;MAN;TGA;2008;1550000;Люберцы;https://auto.ru/artic/used/sale/man/tga_1/16527958-0a849310/;1053198;MT;4x2;480;2;2;PRO АВТО;1870000;320000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;КамАЗ;5490;2016;3000000;Ростов-на-Дону;https://auto.ru/artic/used/sale/kamaz/5490/16401962-8d71b46f/;303780;MT;4x2;400;2;1;;1850000;-1150000;Цена завышена - можно поторговаться;70;;;;;ЮФО
Тягач;МАЗ;5433;2001;333000;Сыктывкар;https://auto.ru/artic/used/sale/maz/5433/16352768-59328971/;280000;MT;4x4;240;2;0;;390000;57000;Горячая цена! Срочно брать!;0;;;;;
Тягач;MAN;TGA;2001;2100000;Ливны;https://auto.ru/artic/used/sale/man/tga_1/16329830-aaab5380/;940000;MT;;409;2;1;;980000;-1120000;Цена завышена - можно поторговаться;120;;;;;
Тягач;МАЗ;5432;2004;420000;Тольятти;https://auto.ru/artic/used/sale/maz/5432/16173822-183df63f/;400000;MT;4x2;330;2;2;;450000;30000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;КамАЗ;65206;2015;2315000;Кимовск;https://auto.ru/artic/used/sale/kamaz/65206/16463088-41817a56/;300000;MT;6x4;428;2;1;Юнион КРОНЕ Кимовск;2170000;-145000;Цена завышена - можно поторговаться;20;;;;;ЦФО
Тягач;Renault;Premium;2011;1970000;Вышний Волочёк;https://auto.ru/artic/used/sale/renault/premium_tractor/16389188-477c499e/;976000;MT;4x2;440;2;2;;1830000;-140000;Цена завышена - можно поторговаться;20;;;;;
Тягач;Volvo;FM;2012;6500000;Новосибирск;https://auto.ru/artic/used/sale/volvo/fm_tractor/16571126-07f3d83d/;110000;MT;6x6;479;2;1;;5310000;-1190000;Цена завышена - можно поторговаться;30;;;;;СФО
Тягач;Volvo;FM;2012;1999000;Москва;https://auto.ru/artic/used/sale/volvo/fm_tractor/15920216-c6d3879e/;712711;MT;4x2;400;2;2;GROSS AUTO;2570000;571000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Renault;Magnum;2001;1200000;Москва;https://auto.ru/artic/used/sale/renault/magnum_ae/16524898-c819555a/;2080;MT;4x2;480;2;2;;810000;-390000;Цена завышена - можно поторговаться;60;;;;;ЦФО
Тягач;DAF;CF-series;2018;6449990;Москва;https://auto.ru/artic/used/sale/daf/cf_series_1/16524928-f12eb34f/;135000;MT;6x2;462;2;1;СИАС;6110000;-339990;Цена завышена - можно поторговаться;20;206000;;;;ЦФО
Тягач;Volvo;VNL;2003;1070000;Волжский;https://auto.ru/artic/used/sale/volvo/vnl_tractor/16531588-5add33c5/;1400000;MT;6x4;400;2;2;;1690000;620000;Горячая цена! Срочно брать!;0;;;;;ЮФО
Тягач;DAF;95XF;2001;1200000;Владимир;https://auto.ru/artic/used/sale/daf/xf95/16589486-10e7c4b1/;1500000;MT;4x2;480;2;2;;1500000;300000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;MAN;TGS;2013;2480000;Тверь;https://auto.ru/artic/used/sale/man/tgs/16567288-60cee22b/;467000;MT;4x2;400;2;2;;2820000;340000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Scania;P-series;2011;2500000;Уфа;https://auto.ru/artic/used/sale/scania/p_1/16266838-a062a90a/;600000;MT;6x4;380;2;1;Диалком;2710000;210000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;Volvo;VNL;2008;2900000;Мариинск;https://auto.ru/artic/used/sale/volvo/vnl_tractor/16581936-da3ed348/;1754000;MT;6x4;460;2;2;;2560000;-340000;Цена завышена - можно поторговаться;20;;;;;
Тягач;MAN;TGS;2011;1600000;Новосибирск;https://auto.ru/artic/used/sale/man/tgs/16503892-b375e30d/;800000;MT;4x2;400;2;1;;1880000;280000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;Scania;G-series;2011;2130000;Муром;https://auto.ru/artic/used/sale/scania/g/16299900-d9a83c40/;840000;MT;4x2;380;2;2;;2390000;260000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;FREIGHTLINER;Columbia;2003;1150000;Белгород;https://auto.ru/artic/used/sale/freightliner/columbia/15205962-3e4d1126/;1000000;MT;;430;2;1;;1020000;-130000;Цена завышена - можно поторговаться;20;;;;;ЦФО
Тягач;MAN;19;2000;550000;Тверь;https://auto.ru/artic/used/sale/man/19_1/15682472-c96b6508/;1700000;MT;4x2;409;2;2;;770000;220000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;FREIGHTLINER;Century Class;2002;1420000;Курск;https://auto.ru/artic/used/sale/freightliner/century_class/16507352-47d56bfe/;1900000;MT;;435;2;2;;880000;-540000;Цена завышена - можно поторговаться;70;;;;;ЦФО
Тягач;FREIGHTLINER;Columbia;2003;650000;Москва;https://auto.ru/artic/used/sale/freightliner/columbia/16208324-74717d2b/;1159928;MT;6x4;435;2;2;Трак-Сток;1010000;360000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Mercedes-Benz;Actros;2016;2850000;Набережные Челны;https://auto.ru/artic/used/sale/mercedes/actros_t/16463094-1d0e30e1/;412592;AT;4x2;408;2;2;АТРАКС;3880000;1030000;Горячая цена! Срочно брать!;0;91000;;1;no_vat;ПФО
Тягач;MAN;TGS;2011;2150000;Сухой Лог;https://auto.ru/artic/used/sale/man/tgs/16313128-f01bbd40/;1200000;MT;6x2;390;2;1;;2250000;100000;;10;;;;;
Тягач;Scania;G-series;2015;3950000;Москва;https://auto.ru/artic/used/sale/scania/g/15881239-8aa21034/;569392;MT;4x2;441;2;2;GROSS AUTO;3770000;-180000;;10;126000;;1;ok;ЦФО
Тягач;MAN;TGX;2008;1700000;Новосибирск;https://auto.ru/artic/used/sale/man/tgx/16406068-a474c118/;860000;AT;4x2;400;2;2;;1930000;230000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;МАЗ;5432;2005;700000;Тольятти;https://auto.ru/artic/used/sale/maz/5432/16324216-512d11c7/;250000;MT;4x2;237;2;2;;390000;-310000;Цена завышена - можно поторговаться;90;;;;;ПФО
Тягач;Mercedes-Benz;Actros;2008;2200000;Ростов-на-Дону;https://auto.ru/artic/used/sale/mercedes/actros_t/15692991-5b8bf5b8/;1150000;AT;4x2;460;2;2;;2200000;0;;10;;;;;ЮФО
Тягач;Mercedes-Benz;Actros;2013;3200000;Санкт-Петербург;https://auto.ru/artic/used/sale/mercedes/actros_t/10524716-8bcd4dbb/;260000;AT;4x2;410;2;1;Вираж;2630000;-570000;Цена завышена - можно поторговаться;30;;;;;СЗФО
Тягач;КамАЗ;5490;2016;1910000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16437100-b9b2b255/;244408;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1890000;-20000;;10;;;;;ЦФО
Тягач;Scania;P-series;2004;1300000;Санкт-Петербург;https://auto.ru/artic/used/sale/scania/p_1/16290800-9cd817cb/;700000;MT;4x2;340;2;1;;1090000;-210000;Цена завышена - можно поторговаться;30;;;;;СЗФО
Тягач;MAN;TGA;2008;1099000;Москва;https://auto.ru/artic/used/sale/man/tga_1/16387636-ddedd44b/;1059972;MT;4x2;390;2;1;M7 TRUCK Москва Юг;1430000;331000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Renault;Magnum;2005;1900000;Ольша;https://auto.ru/artic/used/sale/renault/magnum_ae/16304876-cf30119a/;1576000;MT;4x2;480;;;;930000;-970000;Цена завышена - можно поторговаться;110;;;;;ЦФО
Тягач;Volvo;VNL;2004;2850000;Баксан;https://auto.ru/artic/used/sale/volvo/vnl_tractor/16555548-ef87ca13/;1800000;MT;6x4;450;2;2;;1880000;-970000;Цена завышена - можно поторговаться;60;;;;;
Тягач;Scania;G-series;2017;5300000;Самара;https://auto.ru/artic/used/sale/scania/g/16565416-250ca349/;480000;MT;4x2;441;2;2;;4840000;-460000;Цена завышена - можно поторговаться;20;170000;;;;ПФО
Тягач;Scania;4-Series;2001;850000;Кулебаки;https://auto.ru/artic/used/sale/scania/l/15832546-9ceee712/;1452000;MT;4x2;380;2;2;;1100000;250000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Scania;R-Series;2014;3100000;Омск;https://auto.ru/artic/used/sale/scania/r_1/16537188-3a8fdf0f/;1200000;AT;4x2;400;2;2;;3660000;560000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;MAN;TGA;2005;910000;Сафоново;https://auto.ru/artic/used/sale/man/tga_1/16451998-c008ca3b/;1200000;MT;4x2;360;2;1;;1070000;160000;Горячая цена! Срочно брать!;0;;;;;
Тягач;MAN;TGA;2007;980000;Санкт-Петербург;https://auto.ru/artic/used/sale/man/tga_1/16415421-beec85a8/;800000;MT;4x2;350;2;1;;1270000;290000;Горячая цена! Срочно брать!;0;;;;;СЗФО
Тягач;Renault;Premium;2000;500000;Суксун;https://auto.ru/artic/used/sale/renault/premium_tractor/16203778-51206ebb/;300000;MT;4x2;391;2;1;;690000;190000;Горячая цена! Срочно брать!;0;;;;;
Тягач;MAN;18;2017;4200000;Новосибирск;https://auto.ru/artic/used/sale/man/18_1/16525618-b5e98743/;350000;AT;4x2;440;2;2;СибТракСкан;4410000;210000;;10;134000;;;;СФО
Тягач;Scania;P-series;2007;1100000;Усть-Лабинск;https://auto.ru/artic/used/sale/scania/p_1/16372356-4dff80e7/;1400000;MT;;340;2;1;;1580000;480000;Горячая цена! Срочно брать!;0;;;;;
Тягач;КамАЗ;65206;2019;5650000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/65206/16537310-ba9c24ec/;117000;MT;6x4;428;2;1;;4030000;-1620000;Цена завышена - можно поторговаться;50;181000;;;;УФО
Тягач;MAN;TGS;2012;2600000;Пермь;https://auto.ru/artic/used/sale/man/tgs/16255398-ec45d83f/;1050000;MT;6x4;400;2;2;;3190000;590000;Горячая цена! Срочно брать!;0;;;;;УФО
Тягач;IVECO;Trakker;2008;1500000;Самара;https://auto.ru/artic/used/sale/iveco/trakker_tractor/16268890-1a3a8b6e/;300000;MT;6x4;380;2;1;;1720000;220000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;DAF;CF-series;2008;1690000;Екатеринбург;https://auto.ru/artic/used/sale/daf/cf_series_1/16380830-d9a19357/;553000;MT;4x2;360;2;1;;1820000;130000;Горячая цена! Срочно брать!;0;;;;;УФО
Тягач;Volvo;FH;2006;2900000;Касимов;https://auto.ru/artic/used/sale/volvo/fh_tractor/16465630-f71c3454/;1900000;MT;;460;;;;1450000;-1450000;Цена завышена - можно поторговаться;110;;;;;
Тягач;MAN;TGS;2014;4500000;Екатеринбург;https://auto.ru/artic/used/sale/man/tgs/16470888-3f41adf6/;720000;MT;6x4;440;2;1;;3680000;-820000;Цена завышена - можно поторговаться;30;;;;;УФО
Тягач;Scania;4-Series;2004;1200000;Железногорск;https://auto.ru/artic/used/sale/scania/l/16257034-bd9f2eee/;673834;MT;4x2;420;2;2;;1560000;360000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Scania;G-series;2012;3180000;Альметьевск;https://auto.ru/artic/used/sale/scania/g/16307324-78fd9f15/;1180000;MT;4x2;400;2;2;;2760000;-420000;Цена завышена - можно поторговаться;30;;;;;
Тягач;MAN;TGS;2012;1950000;Тульская область;https://auto.ru/artic/used/sale/man/tgs/16466546-8e94444d/;900000;;4x2;400;2;1;;2190000;240000;Горячая цена! Срочно брать!;0;;;;;
Тягач;МАЗ;5440;2012;590000;Башкортостан;https://auto.ru/artic/used/sale/maz/5440/16505248-ee41462f/;528000;MT;4x2;400;2;2;;1280000;690000;Горячая цена! Срочно брать!;0;;;;;
Тягач;MAN;TGA;2008;1080000;Пермь;https://auto.ru/artic/used/sale/man/tga_1/16123162-9ddc9322/;1100000;MT;4x2;480;2;1;;1550000;470000;Горячая цена! Срочно брать!;0;;;;;УФО
Тягач;DAF;XF105;2012;4300000;Челябинск;https://auto.ru/artic/used/sale/daf/xf105/16504754-854a7e39/;1500000;MT;4x2;460;2;2;;2630000;-1670000;Цена завышена - можно поторговаться;70;;;;;УФО
Тягач;КамАЗ;5490;2015;1870000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/15920218-2268cd6b/;230000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1610000;-260000;Цена завышена - можно поторговаться;30;;;;;ЦФО
Тягач;Mercedes-Benz;Actros;2004;1500000;Чёрная Грязь;https://auto.ru/artic/used/sale/mercedes/actros_t/16542490-3e8f62b1/;667644;AT;4x2;408;2;2;M7 TRUCK Москва;1770000;270000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;DAF;XF105;2005;1900000;Барнаул;https://auto.ru/artic/used/sale/daf/xf105/16042110-ffbb059f/;1152000;MT;4x2;460;2;1;;1610000;-290000;Цена завышена - можно поторговаться;30;;;;;СФО
Тягач;Renault;Premium;2001;747148;Смоленск;https://auto.ru/artic/used/sale/renault/premium_tractor/16268370-910892b3/;1200000;MT;4x2;420;2;2;;820000;72852;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Scania;G-series;2013;3500000;Москва;https://auto.ru/artic/used/sale/scania/g/16089138-94f6ca9e/;657704;MT;4x2;400;2;2;АГТ-Трейдинг;3170000;-330000;Цена завышена - можно поторговаться;20;;;;;ЦФО
Тягач;МАЗ;6430;2004;600000;Красноярск;https://auto.ru/artic/used/sale/maz/6430/16303378-e75301a1/;272000;MT;6x4;400;2;2;;740000;140000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;IVECO;Trakker;2008;3500000;Мценск;https://auto.ru/artic/used/sale/iveco/trakker_tractor/16315740-b19a7ea3/;455000;AT;6x4;440;2;1;;2020000;-1480000;Цена завышена - можно поторговаться;80;;;;;
Тягач;MAN;KAT;2010;4850000;Певек;https://auto.ru/artic/used/sale/man/kat_t/16581520-931ae40b/;100000;MT;8x8;378;3;0;;1990000;-2860000;Цена завышена - можно поторговаться;150;;;;;
Тягач;FREIGHTLINER;Columbia;2003;700000;Люберцы;https://auto.ru/artic/used/sale/freightliner/columbia/16383156-b71a66e1/;1020532;MT;6x4;435;2;2;ТРАК ПЛАТФОРМА;1010000;310000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Renault;Premium;2000;1000000;Великий Новгород;https://auto.ru/artic/used/sale/renault/premium_tractor/16578380-9e906c6a/;600000;MT;6x2;381;2;1;;870000;-130000;Цена завышена - можно поторговаться;20;;;;;СЗФО
Тягач;Scania;P-series;2014;3500000;Москва;https://auto.ru/artic/used/sale/scania/p_1/16202322-5a64f248/;901000;MT;4x2;400;2;1;Компания АВТОТРАК Москва;3520000;20000;;10;;;1;ok;ЦФО
Тягач;Mercedes-Benz;Actros;2016;4150000;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16585030-81274f24/;760000;AT;4x2;408;2;2;Global Truck Sales Москва Север;3880000;-270000;Цена завышена - можно поторговаться;20;133000;;;;ЦФО
Тягач;КамАЗ;5490;2015;2000000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16459312-78e20670/;310000;MT;4x2;401;;;Юнион КРОНЕ Кимовск;1460000;-540000;Цена завышена - можно поторговаться;50;;;;;ЦФО
Тягач;MAN;TGS;2013;3400000;Иркутск;https://auto.ru/artic/used/sale/man/tgs/16232986-e716b5a5/;750000;MT;6x4;480;2;1;;3830000;430000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;MAN;19;2001;700000;Карачев;https://auto.ru/artic/used/sale/man/19_1/16037722-5873d44e/;100000;MT;;410;2;1;;980000;280000;Горячая цена! Срочно брать!;0;;;;;
Тягач;DAF;CF-series;2014;4190000;Барнаул;https://auto.ru/artic/used/sale/daf/cf_series_1/16469872-ec43071b/;412000;MT;6x4;462;2;1;SAEM-truck;3440000;-750000;Цена завышена - можно поторговаться;30;;;;;СФО
Тягач;MAN;TGA;2008;1050000;Москва;https://auto.ru/artic/used/sale/man/tga_1/16320146-70211517/;439042;MT;4x2;480;2;1;Трак-Сток;1550000;500000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;IVECO;Stralis;2012;1850000;Домодедово;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16573826-2c7a4109/;983647;MT;4x2;450;2;2;"ООО""Трейд Моторс";2000000;150000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;MAN;TGS;2013;3500000;Пермь;https://auto.ru/artic/used/sale/man/tgs/16403624-5888245b/;480000;MT;6x4;440;2;1;АВАНДИ Инвест;3290000;-210000;Цена завышена - можно поторговаться;20;;;;;УФО
Тягач;Scania;R-Series;2000;950000;Кемерово;https://auto.ru/artic/used/sale/scania/r_1/16416281-920e73ab/;100000;MT;4x2;380;2;2;;1040000;90000;Горячая цена! Срочно брать!;0;;;;;
Тягач;MAN;TGA;2008;990000;Люберцы;https://auto.ru/artic/used/sale/man/tga_1/16561402-d7f6466a/;673577;MT;4x2;480;2;1;PRO АВТО;1550000;560000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;MAN;F 2000;2000;1300000;Екатеринбург;https://auto.ru/artic/used/sale/man/f_2000_t/16396832-25637838/;500000;MT;6x2;400;2;2;;930000;-370000;Цена завышена - можно поторговаться;50;;;;;УФО
Тягач;КамАЗ;54115;2004;790000;Кемерово;https://auto.ru/artic/used/sale/kamaz/54115/15989908-d5c1840f/;100000;MT;6x4;240;2;1;;640000;-150000;Цена завышена - можно поторговаться;30;;;;;
