Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Comment;Качество верификации;Верификация;Федеральный округ
Тягач;Volvo;FH;2012;2750000;Петрозаводск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16505570-59283691/;1200000;MT;4x2;400;2;2;;2570000;-180000;Цена завышена - можно поторговаться;20;;;;;СЗФО
Тягач;MAN;TGS;2012;2400000;Великовечное;https://auto.ru/artic/used/sale/man/tgs/16316826-452f3c11/;976000;MT;4x2;400;2;1;;2150000;-250000;Цена завышена - можно поторговаться;20;;;;;
Тягач;INTERNATIONAL;ProStar;2011;2650000;Егорлыкская;https://auto.ru/artic/used/sale/international/prostar/15868168-491d103e/;993000;MT;6x4;475;2;1;;2610000;-40000;;10;;;;;
Тягач;INTERNATIONAL;9000 Series;2002;1000000;Нижний Новгород;https://auto.ru/artic/used/sale/international/9000/16342544-32b9de59/;1298037;MT;6x4;370;2;1;;1360000;360000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;Volvo;FH;2017;6070000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16542410-a25b22df/;327214;AT;4x2;500;;;ClassTrucks;5100000;-970000;Цена завышена - можно поторговаться;30;194000;;;;ЦФО
Тягач;КамАЗ;43118;2004;1700000;Нижний Тагил;https://auto.ru/artic/used/sale/kamaz/43118_tyagach/16543194-0987d480/;30000;AT;6x6;240;3;0;;980000;-720000;Цена завышена - можно поторговаться;80;;;;;
Тягач;DAF;XF105;2008;2250000;Краснодар;https://auto.ru/artic/used/sale/daf/xf105/16575264-decbd709/;1060000;MT;;410;;;;1990000;-260000;Цена завышена - можно поторговаться;20;;;;;ЮФО
Тягач;FREIGHTLINER;Columbia;2004;1190000;Курск;https://auto.ru/artic/used/sale/freightliner/columbia/16322772-290901bf/;1200000;MT;6x4;430;2;2;;1110000;-80000;Цена завышена - можно поторговаться;20;;;;;ЦФО
Тягач;IVECO;Stralis;2013;2500000;Москва;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16562572-78855d77/;1060000;MT;4x2;460;2;2;Ивеко Руссия;2250000;-250000;Цена завышена - можно поторговаться;20;;;;;ЦФО
Тягач;Mercedes-Benz;Axor;2004;1200000;Рязань;https://auto.ru/artic/used/sale/mercedes/axor_t/16524760-6a247792/;1000000;MT;4x2;430;2;1;;1110000;-90000;Цена завышена - можно поторговаться;20;;;;;ЦФО
Тягач;МАЗ;5432;2005;300000;Шаля;https://auto.ru/artic/used/sale/maz/5432/15149114-a0a44ea6/;180000;MT;4x2;250;2;1;;320000;20000;Горячая цена! Срочно брать!;0;;;;;
Тягач;MAN;TGA;2008;3200000;Нефтекамск;https://auto.ru/artic/used/sale/man/tga_1/16296496-ee2f01e3/;1000000;;;480;;;;1860000;-1340000;Цена завышена - можно поторговаться;80;;;;;
Тягач;Volvo;FM;2002;1299000;Ярославль;https://auto.ru/artic/used/sale/volvo/fm_tractor/16538744-b7ebe34b/;835439;MT;6x2;420;2;1;КОМПАНИЯ АВТОМОБИЛИЯ;1280000;-19000;;10;;;;;ЦФО
Тягач;МАЗ;5440;2005;490000;Нижний Тагил;https://auto.ru/artic/used/sale/maz/5440/16454036-9047bcda/;300000;MT;;390;2;2;;510000;20000;;10;;;;;
Тягач;Volvo;FH;2002;1500000;Белгород;https://auto.ru/artic/used/sale/volvo/fh_tractor/16243142-ae642e9a/;2000;MT;4x2;380;2;2;;1390000;-110000;Цена завышена - можно поторговаться;20;;;;;ЦФО
Тягач;Volvo;FH;2018;5900000;Смоленск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16457648-47f7a57b/;430000;AT;4x2;460;2;2;Партнер Лайн;5600000;-300000;Цена завышена - можно поторговаться;20;189000;;;;ЦФО
Тягач;МАЗ;5440;2017;3000000;Тамань;https://auto.ru/artic/used/sale/maz/5440/16472080-d36dc4ab/;120000;MT;4x2;410;2;1;;2100000;-900000;Цена завышена - можно поторговаться;50;96000;;;;
Тягач;КамАЗ;65116;2012;1250000;Тюмень;https://auto.ru/artic/used/sale/kamaz/65116/16399792-6ca11628/;160000;MT;6x4;280;2;1;;1350000;100000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;FREIGHTLINER;Columbia;2003;1400000;Екатеринбург;https://auto.ru/artic/used/sale/freightliner/columbia/16299688-d44abcaf/;1779010;MT;6x4;500;2;2;;1030000;-370000;Цена завышена - можно поторговаться;50;;;;;УФО
Тягач;IVECO;Trakker;2007;4000000;Тула;https://auto.ru/artic/used/sale/iveco/trakker_tractor/16488616-fb347c38/;400000;MT;6x4;420;2;1;;1710000;-2290000;Цена завышена - можно поторговаться;140;;;;;ЦФО
Тягач;MAN;TGS;2012;3300000;Ульяновск;https://auto.ru/artic/used/sale/man/tgs/16546140-ea43a53c/;570000;MT;6x4;440;2;1;;2890000;-410000;Цена завышена - можно поторговаться;20;;;;;ПФО
Тягач;Scania;G-series;2003;1350000;Нижний Новгород;https://auto.ru/artic/used/sale/scania/g/16421062-ae760972/;542424;;;420;;;;1270000;-80000;Цена завышена - можно поторговаться;20;;;;;ПФО
Тягач;Scania;G-series;2008;1650000;Набережные Челны;https://auto.ru/artic/used/sale/scania/g/16494118-bd9f677f/;1350000;MT;4x2;380;2;2;;1930000;280000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;IVECO;Trakker;2007;2300000;Рязань;https://auto.ru/artic/used/sale/iveco/trakker_tractor/16527378-d080fa22/;450000;MT;6x4;440;2;1;;1680000;-620000;Цена завышена - можно поторговаться;50;;;;;ЦФО
Тягач;КамАЗ;44108;2013;1750000;Пермь;https://auto.ru/artic/used/sale/kamaz/44108/16398034-293bc2b8/;120000;MT;6x6;340;2;1;;2080000;330000;Горячая цена! Срочно брать!;0;;;;;УФО
Тягач;МАЗ;5440;2010;530000;Брюховецкая;https://auto.ru/artic/used/sale/maz/5440/16567416-3f1f1caf/;500000;MT;;397;2;2;;1060000;530000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Mercedes-Benz;Actros;2002;700000;Сафоново;https://auto.ru/artic/used/sale/mercedes/actros_t/16244846-160a124b/;1400000;AT;4x2;430;2;1;;1060000;360000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Volvo;FH;2012;2800000;Белгород;https://auto.ru/artic/used/sale/volvo/fh_tractor/16233666-f74b39d3/;813000;;;440;;;;2550000;-250000;Цена завышена - можно поторговаться;20;;;;;ЦФО
Тягач;Mercedes-Benz;Actros;2006;1890000;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16255274-2526e3b3/;730119;AT;6x4;503;2;2;Трак-Сток;2310000;420000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;FREIGHTLINER;Century Class;2000;1180000;Омск;https://auto.ru/artic/used/sale/freightliner/century_class/16037724-7ede8b4c/;1500000;AT;6x4;500;2;2;;980000;-200000;Цена завышена - можно поторговаться;30;;;;;СФО
Тягач;INTERNATIONAL;9000 Series;2009;1090000;Люберцы;https://auto.ru/artic/used/sale/international/9000/16579250-2b2dd9f5/;283624;MT;6x4;380;;;ТРАК ПЛАТФОРМА;1910000;820000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;DAF;95XF;2013;1650000;Москва;https://auto.ru/artic/used/sale/daf/xf95/16493994-f53a1589/;1001301;AT;4x2;480;2;2;Трак-Сток;3010000;1360000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;MAN;TGA;2008;1250000;Москва;https://auto.ru/artic/used/sale/man/tga_1/16214416-19e2de29/;1461339;MT;4x2;390;2;1;GROSS AUTO;1430000;180000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;МАЗ;5440;2011;600000;Кулебаки;https://auto.ru/artic/used/sale/maz/5440/16321554-ff593f39/;588200;MT;4x2;410;2;2;;1130000;530000;Горячая цена! Срочно брать!;0;;;;;
Тягач;DAF;XF105;2009;2850000;Белореченск;https://auto.ru/artic/used/sale/daf/xf105/16488424-5e75e28f/;550000;AT;4x2;462;2;2;;2360000;-490000;Цена завышена - можно поторговаться;30;;;;;
Тягач;MAN;TGA;2004;700000;Санкт-Петербург;https://auto.ru/artic/used/sale/man/tga_1/16586548-0e1cfc54/;1200000;MT;4x2;360;2;2;;1220000;520000;Горячая цена! Срочно брать!;0;;;;;СЗФО
Тягач;Scania;G-series;2011;2200000;Ижевск;https://auto.ru/artic/used/sale/scania/g/16280834-59a58863/;1230000;MT;4x2;379;2;2;;2390000;190000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;МАЗ;5440;2011;1000000;Саратов;https://auto.ru/artic/used/sale/maz/5440/15559330-d738fef6/;650000;MT;4x2;410;2;2;;1130000;130000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;MAN;TGA;2001;950000;Воронеж;https://auto.ru/artic/used/sale/man/tga_1/15738801-48579ce2/;418;AT;4x2;480;2;2;;910000;-40000;;10;;;;;ЦФО
Тягач;DAF;95XF;2002;2000000;Ростов-на-Дону;https://auto.ru/artic/used/sale/daf/xf95/16269352-308f61a8/;30000;MT;4x2;430;2;2;;1630000;-370000;Цена завышена - можно поторговаться;30;;;;;ЮФО
Тягач;MAN;18;2003;1400000;Ульяновск;https://auto.ru/artic/used/sale/man/18_1/16543250-14a30d36/;900000;MT;4x2;410;2;2;;1100000;-300000;Цена завышена - можно поторговаться;40;;;;;ПФО
Тягач;MAN;TGS;2012;2350000;Клин;https://auto.ru/artic/used/sale/man/tgs/16381668-17c4c5f1/;796578;MT;4x2;400;2;2;;2490000;140000;Горячая цена! Срочно брать!;0;;;;;
Тягач;КамАЗ;65206;2016;2450000;Красногорск;https://auto.ru/artic/used/sale/kamaz/65206/16277026-32374cb0/;437531;AT;6x4;401;2;1;Альфа Трак;2790000;340000;Горячая цена! Срочно брать!;0;;;1;ok;ЦФО
Тягач;Scania;P-series;2014;2968000;Набережные Челны;https://auto.ru/artic/used/sale/scania/p_1/16467678-a57406a1/;760583;MT;4x2;360;2;1;M7 TRUCK Набережные Челны;3290000;322000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;МАЗ;6430;2011;1370000;Екатеринбург;https://auto.ru/artic/used/sale/maz/6430/16318336-1d1d75a2/;100000;;;410;;;;760000;-610000;Цена завышена - можно поторговаться;90;;;;;УФО
Тягач;Scania;P-series;2018;4850000;Москва;https://auto.ru/artic/used/sale/scania/p_1/16575762-3d5e28fe/;285000;MT;4x2;440;2;1;БорнТракСервис;5980000;1130000;Горячая цена! Срочно брать!;0;155000;Официальный дилер  С НДС  ADR   ПАКЕТ  Scania P 440   ТОПЛИВНАЯ  СИСТЕМА PDE ОДИН ВЛАДЕЛЕЦ   ЕВРО 5   МАКСИМАЛЬНОЙ КОМПЛЕКТАЦИИ   440 л с  холодильник  автономный отопитель  1 спальное место  МКПП  круиз контроль  кондиционер  полный электропакет  топливная система PDE  хорошая резина и мн  другое   САМЫЕ ВЫГОДНЫЕ УСЛОВИЯ ПО ФИНАНСИРОВАНИЮ  ЛИЗИНГ  КРЕДИТ  TRADE IN  ВОЗМОЖНА РАССРОЧКА ЛЮБАЯ ФОРМА ОПЛАТЫ  НАЛИЧНАЯ   БЕЗНАЛИЧНАЯ  НДС  ПОЛНОЕ СОПРОВОЖДЕНИЕ СДЕЛКИ В КРОТЧАЙШИЕ СРОКИ  ЭКСПЛУАТАЦИЯ   01 2018г  ВЫПУСК   11 2017г;0,63638;unclear;ЦФО
Тягач;Mercedes-Benz;Axor;2012;1940000;Люберцы;https://auto.ru/artic/used/sale/mercedes/axor_t/16519330-72e19907/;627731;MT;4x2;360;2;1;PRO АВТО;1920000;-20000;;10;;;;;ЦФО
Тягач;Renault;Premium;2008;850000;Санкт-Петербург;https://auto.ru/artic/used/sale/renault/premium_tractor/16559038-70621ceb/;1537000;MT;4x2;380;2;2;ЦКТ;1370000;520000;Горячая цена! Срочно брать!;0;;;;;СЗФО
Тягач;КамАЗ;65116;2017;2500000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/65116/16552188-4a77eb2f/;149000;MT;6x4;300;3;1;;2790000;290000;Горячая цена! Срочно брать!;0;80000;Продам Камаз 65116 А4  в отличном состоянии  С прицепом или без  Машина полностью обслужена  проблем нет  Более подробно по телефону  Рассмотрю любой вид продажи  звоните  пишите  Торг конечно есть;0,40073;unclear;УФО
Тягач;Volvo;FH;2011;2250000;Великий Новгород;https://auto.ru/artic/used/sale/volvo/fh_tractor/16494082-7235eb91/;1275000;MT;4x2;400;2;2;;2350000;100000;;10;;;;;СЗФО
Тягач;Scania;G-series;2013;3050000;Новосибирск;https://auto.ru/artic/used/sale/scania/g/16393306-37b3dba0/;1050000;MT;4x2;441;2;2;СолексАвто-Сибирь;3230000;180000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;КамАЗ;54115;2003;650000;Челябинск;https://auto.ru/artic/used/sale/kamaz/54115/16296044-64681363/;30000;MT;6x4;260;2;1;;620000;-30000;;10;;;;;УФО
Тягач;МАЗ;5440;2012;930000;Воронеж;https://auto.ru/artic/used/sale/maz/5440/15819066-b409b175/;650000;MT;4x2;435;2;2;;1360000;430000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Renault;C-Series;2017;7650000;Липецк;https://auto.ru/artic/used/sale/renault/c_series_tractor/16456612-9f1c228a/;400000;AT;6x4;471;2;2;;5600000;-2050000;Цена завышена - можно поторговаться;50;245000;;;;ЦФО
Тягач;МАЗ;5432;2006;500000;Кумертау;https://auto.ru/artic/used/sale/maz/5432/16531034-9b00bca1/;600000;MT;4x2;330;2;1;;480000;-20000;;10;;;;;
Тягач;Scania;P-series;2006;2000000;Ставрополь;https://auto.ru/artic/used/sale/scania/p_1/16205610-ea41b1ea/;1100000;MT;4x2;340;2;1;;1220000;-780000;Цена завышена - можно поторговаться;70;;;;;СКФО
Тягач;КамАЗ;5490;2015;1800000;Смоленск;https://auto.ru/artic/used/sale/kamaz/5490/16579594-d7ad2eaf/;556778;AT;;401;2;2;;2180000;380000;Горячая цена! Срочно брать!;0;;В собственности на Юр  лице;0,39754;unclear;ЦФО
Тягач;Mercedes-Benz;Axor;2003;900000;Обнинск;https://auto.ru/artic/used/sale/mercedes/axor_t/15734751-2105bfb9/;980000;MT;4x2;428;2;1;;1130000;230000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;MAN;TGA;2008;900000;Отрадный;https://auto.ru/artic/used/sale/man/tga_1/16491350-a5d3950f/;960000;MT;4x2;390;2;1;;1430000;530000;Горячая цена! Срочно брать!;0;;;;;
Тягач;FREIGHTLINER;Columbia;2004;800000;Самарская область;https://auto.ru/artic/used/sale/freightliner/columbia/16557518-f4441211/;1000000;MT;6x4;200;2;2;;1110000;310000;Горячая цена! Срочно брать!;0;;;;;
Тягач;INTERNATIONAL;9000 Series;2003;1100000;Старый Оскол;https://auto.ru/artic/used/sale/international/9000/16445817-eb70bebd/;30000;MT;6x2;431;2;2;;1480000;380000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;DAF;XF105;2010;4100000;Воронеж;https://auto.ru/artic/used/sale/daf/xf105/16364604-f41960a7/;856000;;;463;;;;2220000;-1880000;Цена завышена - можно поторговаться;90;;;;;ЦФО
Тягач;Scania;P-series;2010;1600000;Набережные Челны;https://auto.ru/artic/used/sale/scania/p_1/16409582-f97f3f98/;1100;MT;4x2;340;2;1;;1860000;260000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;MAN;TGS;2011;2600000;Санкт-Петербург;https://auto.ru/artic/used/sale/man/tgs/15529170-4f75de54/;417000;MT;4x2;400;2;2;Вираж;2220000;-380000;Цена завышена - можно поторговаться;30;;;;;СЗФО
Тягач;Scania;4-Series;2001;1450000;Алексин;https://auto.ru/artic/used/sale/scania/l/16559134-750a4eaa/;210000;MT;4x2;380;2;2;;1100000;-350000;Цена завышена - можно поторговаться;40;;;;;ЦФО
Тягач;Mercedes-Benz;Axor;2008;990000;Ижевск;https://auto.ru/artic/used/sale/mercedes/axor_t/16536312-82c4a5ef/;1060000;MT;4x2;354;2;1;;1340000;350000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;КамАЗ;5490 NEO;2018;3390000;Уфа;https://auto.ru/artic/used/sale/kamaz/5490_neo/16536120-b5f09a5d/;169000;MT;4x2;401;2;1;Русбизнесавто Уфа;2860000;-530000;Цена завышена - можно поторговаться;30;108000;;;;ПФО
Тягач;FREIGHTLINER;Columbia;2003;1100000;Новосибирск;https://auto.ru/artic/used/sale/freightliner/columbia/16087932-4d2acc8a/;1185000;AT;6x4;505;2;2;;1350000;250000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;МАЗ;5440;2007;650000;Екатеринбург;https://auto.ru/artic/used/sale/maz/5440/16375720-4c4d467f/;560000;MT;4x2;390;2;2;;710000;60000;Горячая цена! Срочно брать!;0;;;;;УФО
Тягач;Scania;R-Series;2006;1983000;Санкт-Петербург;https://auto.ru/artic/used/sale/scania/r_1/16501978-60edc05a/;980000;AT;4x2;420;2;2;;1910000;-73000;;10;;;;;СЗФО
Тягач;DAF;95XF;2004;1600000;Радужный;https://auto.ru/artic/used/sale/daf/xf95/15896834-38c54f94/;960000;MT;4x2;430;2;2;;1820000;220000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Volvo;VNL;2003;1500000;Ростов-на-Дону;https://auto.ru/artic/used/sale/volvo/vnl_tractor/16158522-0bf6b531/;1216182;MT;6x4;400;2;2;;1690000;190000;Горячая цена! Срочно брать!;0;;;;;ЮФО
Тягач;FREIGHTLINER;Century Class;2003;2150000;Красноярск;https://auto.ru/artic/used/sale/freightliner/century_class/16589502-2ba77cd5/;777777;MT;6x4;435;2;2;;1010000;-1140000;Цена завышена - можно поторговаться;120;;;;;СФО
Тягач;FREIGHTLINER;Columbia;2003;1400000;Тверь;https://auto.ru/artic/used/sale/freightliner/columbia/15688390-c8a054b7/;500000;MT;6x4;435;2;2;;1010000;-390000;Цена завышена - можно поторговаться;50;;;;;ЦФО
Тягач;Renault;Magnum;2010;2410000;Белгород;https://auto.ru/artic/used/sale/renault/magnum_ae/16292984-e42358e1/;1040000;AT;4x2;440;2;2;GOODTRUCKS;1910000;-500000;Цена завышена - можно поторговаться;40;;;;;ЦФО
Тягач;Volvo;VNL;2003;1290000;Верхняя Синячиха;https://auto.ru/artic/used/sale/volvo/vnl_tractor/16373730-66fa9eba/;1000000;MT;6x4;370;2;2;;1620000;330000;Горячая цена! Срочно брать!;0;;;;;
Тягач;КамАЗ;6460;2016;1900000;Алексин;https://auto.ru/artic/used/sale/kamaz/6460/16350314-cf001b5b/;98000;MT;6x4;400;2;2;;2540000;640000;Горячая цена! Срочно брать!;0;;;1;unclear;ЦФО
Тягач;Mercedes-Benz;Axor;2013;2050000;Домодедово;https://auto.ru/artic/used/sale/mercedes/axor_t/16527744-f76ea720/;758000;MT;4x2;401;2;1;"ООО""Трейд Моторс";2320000;270000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Volvo;FH;2013;2950000;Рудня;https://auto.ru/artic/used/sale/volvo/fh_tractor/16572746-a98ed5ca/;1217897;MT;4x2;460;2;2;;3090000;140000;;10;;;;;
Тягач;DAF;XF105;2008;2350000;Динская;https://auto.ru/artic/used/sale/daf/xf105/16460552-ccf8b2cf/;1200000;AT;4x2;460;2;2;;2250000;-100000;;10;;;;;
Тягач;Volvo;FM;2007;1570000;Тольятти;https://auto.ru/artic/used/sale/volvo/fm_tractor/16563924-22238c5f/;1250000;AT;4x2;441;2;1;;1750000;180000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;Scania;4-Series;2004;1700000;Комсомольск-на-Амуре;https://auto.ru/artic/used/sale/scania/l/16571240-3025cb60/;1100000;MT;6x4;380;2;1;;1680000;-20000;;10;;;;;
Тягач;Volvo;FH;2009;2200000;Петрозаводск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16018490-8bada342/;1300000;MT;4x2;440;2;2;;2300000;100000;;10;;;;;СЗФО
Тягач;МАЗ;5432;2004;245000;Тольятти;https://auto.ru/artic/used/sale/maz/5432/16423682-23c42f2e/;200000;MT;;330;2;1;;370000;125000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;DAF;XF105;2018;4850000;Москва;https://auto.ru/artic/used/sale/daf/xf105/16461404-75cee9fd/;390000;MT;;460;2;2;;5010000;160000;;10;155000;;;;ЦФО
Тягач;MAN;TGA;2002;1100000;Россошь;https://auto.ru/artic/used/sale/man/tga_1/16457326-e1c028ff/;467000;MT;4x2;460;2;2;;990000;-110000;Цена завышена - можно поторговаться;20;;;;;
Тягач;КамАЗ;54115;2006;550000;Стерлитамак;https://auto.ru/artic/used/sale/kamaz/54115/16360280-f3532786/;200000;MT;6x4;240;3;1;;810000;260000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;МАЗ;64220;2010;1700000;Лесосибирск;https://auto.ru/artic/used/sale/maz/64220/16540180-400a9e51/;300000;MT;6x4;400;2;1;;1120000;-580000;Цена завышена - можно поторговаться;60;;;;;СФО
Тягач;INTERNATIONAL;9000 Series;2003;800000;Смоленск;https://auto.ru/artic/used/sale/international/9000/16272708-92d49d7f/;1500000;AT;6x4;470;2;2;;1810000;1010000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;МАЗ;5440;2011;870000;Екатеринбург;https://auto.ru/artic/used/sale/maz/5440/16586390-61ccd12e/;1095000;MT;4x2;410;2;2;;1130000;260000;Горячая цена! Срочно брать!;0;;;;;УФО
Тягач;Renault;Premium;2008;1300000;Иркутск;https://auto.ru/artic/used/sale/renault/premium_tractor/16488190-d5581e99/;1500000;MT;4x2;380;2;2;;1370000;70000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;Volvo;FH;2012;2800000;Нижний Новгород;https://auto.ru/artic/used/sale/volvo/fh_tractor/16335574-f3a68355/;1010000;AT;4x2;420;2;2;;2570000;-230000;Цена завышена - можно поторговаться;20;;;;;ПФО
Тягач;Scania;P-series;2010;1758000;Набережные Челны;https://auto.ru/artic/used/sale/scania/p_1/16463148-cad2fa94/;1386749;MT;4x2;340;2;1;M7 TRUCK Набережные Челны;1860000;102000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;Scania;R-Series;2008;1900000;Тула;https://auto.ru/artic/used/sale/scania/r_1/16495002-8ac7e4c5/;1102885;MT;4x2;420;2;2;;2070000;170000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Mercedes-Benz;Axor;2011;1070000;Ижевск;https://auto.ru/artic/used/sale/mercedes/axor_t/16338912-8d4a6e89/;1000000;MT;4x2;350;2;1;;1650000;580000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;Mercedes-Benz;Actros;2003;1700000;Волгодонск;https://auto.ru/artic/used/sale/mercedes/actros_t/6266107-3d5bf2/;1200000;AT;4x2;460;2;2;;1770000;70000;;10;;;;;
Тягач;DAF;95XF;2002;1645000;Барнаул;https://auto.ru/artic/used/sale/daf/xf95/16551550-c3d97c57/;1800000;MT;4x2;480;2;2;;1630000;-15000;;10;;;;;СФО
