Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Качество верификации;Верификация;Федеральный округ
Рефрижератор;Schmitz Cargobull;SKO;2017;3750000;Набережные Челны;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16504530-2e1f0ffc/;300000;;;;;;АТРАКС;3930000;180000;;10;120000;;;ПФО
Рефрижератор;Schmitz Cargobull;SKO;2015;3300000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16226288-65d51679/;;;;;;;Шмитц Каргобулл Руссланд;3260000;-40000;;10;106000;1;ok;ЦФО
Шторный;Schmitz Cargobull;SCS;2015;1450000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16005796-3667d5f5/;600000;;;;;;;1490000;40000;;10;46000;1;unclear;ЦФО
Шторный;Schmitz Cargobull;S01;2017;1950000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16221330-fb6618b3/;110569;;;;;;АГТ-Трейдинг;1920000;-30000;;10;62000;1;ok;ЦФО
Шторный;Meusburger;;2015;1650000;Зеленоград;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16528550-33275e87/;;;;;;;Global Truck Sales Москва Север;1510000;-140000;Цена завышена - можно поторговаться;20;53000;;;ЦФО
Шторный;Schmitz Cargobull;SCB;2017;1790000;Санкт-Петербург;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16461016-66802942/;1000;;;;;;M7 TRUCK Санкт-Петербург;1950000;160000;Горячая цена! Срочно брать!;0;57000;;;СЗФО
Рефрижератор;Schmitz Cargobull;SKO;2017;3800000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16494374-2c1ed0e6/;;;;;;;ClassTrucks;4250000;450000;Горячая цена! Срочно брать!;0;122000;0,58401;unclear;ЦФО
Шторный;Schmitz Cargobull;S01;2016;1780000;Санкт-Петербург;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16541558-f0b73b39/;;;;;;;Группа Милан;1800000;20000;;10;57000;;;СЗФО
Шторный;Krone;Mega Liner;2017;2100000;Москва;https://auto.ru/trailer/used/sale/krone/mega_liner/15498663-14f37bca/;46000;;;;;;Группа ГРАССМАНН и ЛОМТЕВ;1940000;-160000;Цена завышена - можно поторговаться;20;67000;;;ЦФО
Шторный;Schmitz Cargobull;SCB;2016;1750000;Дубровки;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16470638-498e33ee/;330000;;;;;;Триера Трак;1790000;40000;;10;56000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2017;4417875;Солнечногорск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16256428-d6824e5d/;270000;;;;;;АЙС КУБ;3880000;-537875;Цена завышена - можно поторговаться;20;141000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2016;3545000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16484802-e550f0d1/;650000;;;;;;ГРИН ЛАЙН;3640000;95000;;10;113000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2015;3550000;Рязань;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16408762-91d0af15/;300000;;;;;;ООО Группа Авто;3290000;-260000;Цена завышена - можно поторговаться;20;114000;;;ЦФО
Рефрижератор;Kögel;S24;2018;4000000;Домодедово;https://auto.ru/trailer/used/sale/kogel/s24/16458176-473598aa/;40000;;;;;;СТТ-АВТО;4370000;370000;Горячая цена! Срочно брать!;0;128000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2017;4417875;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16431050-21c2518d/;;;;;;;СГМ - ГРУПП;4250000;-167875;;10;141000;;;ЦФО
Шторный;Schmitz Cargobull;SCB;2017;1790000;Санкт-Петербург;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16460948-cf9901da/;1000;;;;;;M7 TRUCK Санкт-Петербург;1950000;160000;Горячая цена! Срочно брать!;0;57000;;;СЗФО
Шторный;Schmitz Cargobull;SCS;2019;2512125;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16416263-4215c819/;100000;;;;;;ООО 'РЕД СТАР' МАЗ Смоленск;2000000;-512125;Цена завышена - можно поторговаться;40;80000;;;ЦФО
Шторный;Krone;SD;2017;3790000;Санкт-Петербург;https://auto.ru/trailer/used/sale/krone/sd/16250184-15652a1f/;223000;;;;;;Группа Милан;1920000;-1870000;Цена завышена - можно поторговаться;110;121000;1;ok;СЗФО
Бортовой;Kögel;S24;2015;1500000;Хоругвино;https://auto.ru/trailer/used/sale/kogel/s24/16380816-a8bf5dc4/;450000;;;;;;TELS Group;1180000;-320000;Цена завышена - можно поторговаться;40;48000;1;ok;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2017;3750000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16503214-1b71ff01/;300000;;;;;;Mercedes-Benz Financial Services Rus;3930000;180000;;10;120000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2017;3950000;Дубровки;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16541678-aed60f6d/;180000;;;;;;Триера Трак;3860000;-90000;;10;126000;;;ЦФО
Шторный;Krone;SD;2016;1650000;Москва;https://auto.ru/trailer/used/sale/krone/sd/16513146-467dbc25/;150000;;;;;;;1800000;150000;Горячая цена! Срочно брать!;0;53000;;;ЦФО
Шторный;Kässbohrer;Maxima XS Domestic;2015;1430000;Санкт-Петербург;https://auto.ru/trailer/used/sale/kaessbohrer/msxima_xs_domestic/16513452-53e88d79/;;;;;;;Global Truck Sales Санкт-Петербург;1510000;80000;Горячая цена! Срочно брать!;0;46000;;;СЗФО
Шторный;Kögel;SN24;2016;1800000;Дубровки;https://auto.ru/trailer/used/sale/kogel/sn24/16510478-d3f7d4ea/;380000;;;;;;Триера Трак;1780000;-20000;;10;58000;;;ЦФО
Шторный;Krone;SD;2017;1795000;Кимовск;https://auto.ru/trailer/used/sale/krone/sd/16512570-d6f2a961/;20;;;;;;Юнион КРОНЕ Кимовск;1950000;155000;Горячая цена! Срочно брать!;0;57000;;;ЦФО
Рефрижератор;Тонар;9746;2017;2500000;Ангарск;https://auto.ru/trailer/used/sale/tonar/9746/16306508-61faea54/;270000;;;;;;;3040000;540000;Горячая цена! Срочно брать!;0;80000;1;ok;СФО
Рефрижератор;Schmitz Cargobull;SKO;2016;3550000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16519538-df3ab657/;;;;;;;ClassTrucks;3750000;200000;Горячая цена! Срочно брать!;0;114000;;;ЦФО
Шторный;Krone;SD;2017;1820000;Кимовск;https://auto.ru/trailer/used/sale/krone/sd/16440154-118f4d3f/;;;;;;;Юнион КРОНЕ Кимовск;1910000;90000;;10;58000;;;ЦФО
Шторный;Krone;SD;2018;1920000;Санкт-Петербург;https://auto.ru/trailer/used/sale/krone/sd/16520752-91877b28/;80500;;;;;;Группа Милан;2020000;100000;;10;61000;;;СЗФО
Рефрижератор;Schmitz Cargobull;SKO;2017;3895000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16414804-0844934b/;420000;;;;;;ГРИН ЛАЙН;3910000;15000;;10;125000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2016;3550000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16494376-8f0eab2e/;;;;;;;ClassTrucks;3750000;200000;Горячая цена! Срочно брать!;0;114000;;;ЦФО
Шторный;Krone;SD;2017;1729000;Кимовск;https://auto.ru/trailer/used/sale/krone/sd/16512620-f8aa2f91/;20;;;;;;Юнион КРОНЕ Кимовск;1950000;221000;Горячая цена! Срочно брать!;0;55000;0,49015;ok;ЦФО
Рефрижератор;Krone;Cool Liner;2018;3950000;Набережные Челны;https://auto.ru/trailer/used/sale/krone/cool_liner/16424226-7b379ca6/;;;;;;;M7 TRUCK Набережные Челны;4280000;330000;Горячая цена! Срочно брать!;0;126000;;;ПФО
Рефрижератор;Schmitz Cargobull;SKO;2017;3550000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16521678-cea802bb/;564354;;;;;;Шмитц Каргобулл Руссланд;3910000;360000;Горячая цена! Срочно брать!;0;114000;0,72249;ok;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2015;3290000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16071044-beed4361/;600000;;;;;;;3290000;0;;10;105000;1;ok;ЦФО
Шторный;Schmitz Cargobull;SCB;2017;1880000;Тула;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16437056-da185618/;;;;;;;;1900000;20000;;10;60000;;;ЦФО
Шторный;Schmitz Cargobull;SCB;2018;2150000;Дубровки;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16522098-48a47583/;160000;;;;;;Триера Трак;1970000;-180000;Цена завышена - можно поторговаться;20;69000;;;ЦФО
Шторный;Krone;SDC 24;2017;1950000;Екатеринбург;https://auto.ru/trailer/used/sale/krone/sdc_24/16542524-b3d9df24/;;;;;;;ООО 'Трак';1910000;-40000;;10;62000;;;УФО
Шторный;Krone;SD;2018;1920000;Санкт-Петербург;https://auto.ru/trailer/used/sale/krone/sd/16455160-d13e3d97/;100000;;;;;;Группа Милан;2020000;100000;;10;61000;;;СЗФО
Рефрижератор;Schmitz Cargobull;SKO;2020;4900000;Казань;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16542640-dc110d51/;48000;;;;;;ЗилантМоторс;4920000;20000;;10;157000;;;ПФО
Рефрижератор;Kögel;S24;2017;3490000;Дзержинск;https://auto.ru/trailer/used/sale/kogel/s24/16503260-b8b7ba1b/;500000;;;;;;Приволжье-ТрансСервис НН;3880000;390000;Горячая цена! Срочно брать!;0;112000;0,70178;ok;ПФО
Шторный;Wielton;NS;2015;1490000;Дубровки;https://auto.ru/trailer/used/sale/wielton/ns/16412762-dc466eee/;380000;;;;;;Триера Трак;1490000;0;;10;48000;;;ЦФО
Шторный;Schmitz Cargobull;SCB;2017;2150000;Дубровки;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16393888-53dfbd2b/;30000;;;;;;Триера Трак;1940000;-210000;Цена завышена - можно поторговаться;20;69000;;;ЦФО
Рефрижератор;Krone;SD;2017;3670000;Кимовск;https://auto.ru/trailer/used/sale/krone/sd/16461990-89bf815b/;;;;;;;Юнион КРОНЕ Кимовск;4110000;440000;Горячая цена! Срочно брать!;0;117000;0,4338;ok;ЦФО
Шторный;Kögel;SN24;2015;1499000;Солнечногорск;https://auto.ru/trailer/used/sale/kogel/sn24/16485238-fb810866/;140000;;;;;;ТРАНСАЛЬЯНС Москва;1510000;11000;;10;48000;;;ЦФО
Шторный;Schmitz Cargobull;SCS;2017;1720000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/15887682-74337381/;140000;;;;;;БорнТракСервис;1900000;180000;Горячая цена! Срочно брать!;0;55000;1;ok;ЦФО
Рефрижератор;Krone;Cool Liner;2018;3950000;Авдон;https://auto.ru/trailer/used/sale/krone/cool_liner/16491440-02c2b04e/;;;;;;;M7 TRUCK Уфа;4280000;330000;Горячая цена! Срочно брать!;0;126000;;;ПФО
Шторный;Krone;SD;2017;1920000;Рязань;https://auto.ru/trailer/used/sale/krone/sd/16457810-45a0d7c9/;200000;;;;;;ООО Группа Авто;1920000;0;;10;61000;;;ЦФО
Шторный;Meusburger;;2015;1650000;Москва;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16500127-e79670de/;650000;;;;;;Шмитц Каргобулл Руссланд;1490000;-160000;Цена завышена - можно поторговаться;20;53000;;;ЦФО
Рефрижератор;Krone;SD;2017;3600000;Воронеж;https://auto.ru/trailer/used/sale/krone/sd/16535706-c0034f02/;2200;;;;;;;4270000;670000;Горячая цена! Срочно брать!;0;115000;0,64031;ok;ЦФО
Шторный;Schmitz Cargobull;S01;2016;1880000;Санкт-Петербург;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/15950866-f2b5e215/;200000;;;;;;Вираж;1800000;-80000;;10;60000;1;ok;СЗФО
Рефрижератор;Schmitz Cargobull;SKO;2015;3450000;Новониколаевский;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16431412-09783996/;490000;;;;;;M7 TRUCK Казань;3290000;-160000;;10;110000;;;ПФО
Рефрижератор;Schmitz Cargobull;SKO;2017;3800000;Екатеринбург;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16343494-9e444a8c/;;;;;;;ClassTrucks;4250000;450000;Горячая цена! Срочно брать!;0;122000;1;unclear;УФО
Рефрижератор;Krone;SD;2017;750000;Нижний Новгород;https://auto.ru/trailer/used/sale/krone/sd/16544275-dc37191a/;320000;;;;;;;3880000;3130000;Горячая цена! Срочно брать!;0;24000;0,39222;unclear;ПФО
Рефрижератор;Schmitz Cargobull;SKO;2017;4360000;Тосно;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16362064-7c44b256/;;;;;;;ClassTrucks;4250000;-110000;;10;140000;1;unclear;СЗФО
Шторный;Krone;Profi Liner;2017;2030000;Санкт-Петербург;https://auto.ru/trailer/used/sale/krone/profi_liner/16226466-579c7d06/;222222;;;;;;Вираж;1920000;-110000;Цена завышена - можно поторговаться;20;65000;1;ok;СЗФО
Рефрижератор;Schmitz Cargobull;SKO;2017;3900000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478080-17ffa5d9/;460000;;;;;;ГРИН ЛАЙН;3910000;10000;;10;125000;;;ЦФО
Шторный;Krone;SD;2017;2030000;Москва;https://auto.ru/trailer/used/sale/krone/sd/16231900-b3860300/;100568;;;;;;АГТ-Трейдинг;1930000;-100000;Цена завышена - можно поторговаться;20;65000;1;ok;ЦФО
Шторный;Koluman;;2018;799000;Нижний Новгород;https://auto.ru/trailer/used/sale/koluman/polupricep_shtorniy/16527122-7e7f2d33/;;;;;;;;1870000;1071000;Горячая цена! Срочно брать!;0;26000;1;unclear;ПФО
Рефрижератор;Schmitz Cargobull;SKO;2017;4150000;Тосно;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16535080-eeeee73b/;;;;;;;ClassTrucks;4250000;100000;;10;133000;;;СЗФО
Шторный;Krone;SD;2017;1840000;Кимовск;https://auto.ru/trailer/used/sale/krone/sd/16522064-b2ba3dd9/;50;;;;;;Юнион КРОНЕ Кимовск;1950000;110000;Горячая цена! Срочно брать!;0;59000;;;ЦФО
Шторный;Krone;SD;2017;1930000;Дубровки;https://auto.ru/trailer/used/sale/krone/sd/16510616-f94e04a9/;260000;;;;;;Триера Трак;1920000;-10000;;10;62000;;;ЦФО
Шторный;Krone;SD;2017;1900000;Химки;https://auto.ru/trailer/used/sale/krone/sd/16469730-4165b7f9/;190000;;;;;;КРОНЕ СканБалт;1920000;20000;;10;61000;;;ЦФО
Рефрижератор;Тонар;9746;2017;2500000;Бугульма;https://auto.ru/trailer/used/sale/tonar/9746/16327520-3e3a89f4/;;;;;;;;3160000;660000;Горячая цена! Срочно брать!;0;80000;1;unclear;ПФО
Рефрижератор;Schmitz Cargobull;SKO;2015;3600000;Рязань;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16408742-333508f5/;300000;;;;;;ООО Группа Авто;3290000;-310000;Цена завышена - можно поторговаться;20;115000;;;ЦФО
Шторный;Koluman;;2018;1500000;Ростов;https://auto.ru/trailer/used/sale/koluman/polupricep_shtorniy/16360316-2bf8009d/;50000;;;;;;;1860000;360000;Горячая цена! Срочно брать!;0;48000;1;unclear;
Шторный;Kässbohrer;Maxima XS Domestic;2015;1430000;Санкт-Петербург;https://auto.ru/trailer/used/sale/kaessbohrer/msxima_xs_domestic/16537034-46b58438/;;;;;;;Global Truck Sales Санкт-Петербург;1510000;80000;Горячая цена! Срочно брать!;0;46000;;;СЗФО
Рефрижератор;Schmitz Cargobull;SKO;2016;3650000;Черкесск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16531158-4a8997cd/;300000;;;;;;;3770000;120000;;10;117000;;;
Шторный;Krone;Profi Liner;2016;1760000;Рязань;https://auto.ru/trailer/used/sale/krone/profi_liner/16353024-4cbb030f/;200000;;;;;;ООО Группа Авто;1800000;40000;;10;56000;1;ok;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2017;3650000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16513656-7378bd69/;230000;;;;;;Шмитц Каргобулл Руссланд;3860000;210000;Горячая цена! Срочно брать!;0;117000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2018;4300000;Воронеж;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16274812-75ec2872/;;;;;;;;4360000;60000;;10;138000;1;ok;ЦФО
Шторный;Krone;SD;2016;1750000;Химки;https://auto.ru/trailer/used/sale/krone/sd/16314222-da940f2b/;300000;;;;;;КРОНЕ СканБалт;1800000;50000;;10;56000;1;ok;ЦФО
Рефрижератор;Krone;Cool Liner;2016;3490000;Зеленоград;https://auto.ru/trailer/used/sale/krone/cool_liner/16437846-49876a69/;;;;;;;Global Truck Sales Москва Север;3750000;260000;Горячая цена! Срочно брать!;0;112000;;;ЦФО
Шторный;Тонар;9746;2018;1530000;Красноярск;https://auto.ru/trailer/used/sale/tonar/9746/16532496-1e41a212/;50000;;;;;;;1140000;-390000;Цена завышена - можно поторговаться;40;49000;;;СФО
Шторный;Krone;SD;2017;1715000;Кимовск;https://auto.ru/trailer/used/sale/krone/sd/16499444-4ad2d8ac/;15;;;;;;Юнион КРОНЕ Кимовск;1950000;235000;Горячая цена! Срочно брать!;0;55000;0,49182;ok;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2016;3555000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16479874-a755f89e/;620000;;;;;;ГРИН ЛАЙН;3640000;85000;;10;114000;;;ЦФО
Рефрижератор;Krone;Cool Liner;2018;4400000;Домодедово;https://auto.ru/trailer/used/sale/krone/cool_liner/16532920-93e25465/;3700;;;;;;СТТ-АВТО;4420000;20000;;10;141000;;;ЦФО
